institution_id,institution_display_name,institution_type,institution_country_code,simplified_institution_category,target_firm_label
I146367977,Applied Science Private University,education,JO,education,Other
I190632392,Luleå University of Technology,education,SE,education,Other
I4210089800,Blue Planet (Norway),company,NO,company,Other
I1284598098,King Abdulaziz City for Science and Technology,facility,SA,research_institute,Other
I153297377,Medical University of South Carolina,education,US,education,Other
I8078737,Clemson University,education,US,education,Other
I1330995197,Boehringer Ingelheim (Germany),company,DE,company,Other
I4210147504,Boehringer Ingelheim (China),company,CN,company,Other
I2801951336,Washington Hospital,healthcare,US,healthcare,Other
I2802534011,MedStar Georgetown University Hospital,healthcare,US,healthcare,Other
I185940356,Soochow University,education,TW,education,Other
I4210165456,Shanghai Municipal People's Government,government,CN,government,Other
I4210159031,The University of Texas Health Science Center,education,US,education,Other
I139660479,Central South University,education,CN,education,Other
I4210126929,CE Technologies (United Kingdom),company,GB,company,Other
I4210101641,Mount Sinai Hospital,healthcare,US,healthcare,Other
I4210102928,Hôpital Saint-Antoine,healthcare,FR,healthcare,Other
I4210105714,Center for Human Genetics,nonprofit,US,nonprofit,Other
I4210134622,Centre de Recherche Saint-Antoine,facility,FR,research_institute,Other
I4210102181,Mallinckrodt (United States),company,US,company,Other
I2802992155,Riverview Medical Center,healthcare,US,healthcare,Other
I28185974,Maccabi Healthcare Services,healthcare,IL,healthcare,Other
I2800389475,Rabin Medical Center,healthcare,IL,healthcare,Other
I2799899409,Hadassah Medical Center,healthcare,IL,healthcare,Other
I4403386660,Liaoning Academy of Materials,facility,,research_institute,Other
I92403157,University of Science and Technology Beijing,education,CN,education,Other
I4210146436,Mayaterials (United States),company,US,company,Other
I1315288073,Cliniques Universitaires Saint-Luc,healthcare,BE,healthcare,Other
I111483173,King University,education,US,education,Other
I4210094450,First People's Hospital of Yuhang District,healthcare,CN,healthcare,Other
I4210144997,Minnesota Department of Health,government,US,government,Other
I162577319,The University of Texas at Dallas,education,US,education,Other
I258800397,New York University Shanghai,education,CN,education,Other
I4210164339,Oldham Council,government,GB,government,Other
I4210109172,Nuffield Health,healthcare,GB,healthcare,Other
I92251255,University of Split,education,HR,education,Other
I4210128965,University Yahia Fares of Medea,education,DZ,education,Other
I174135032,Bellevue College,education,US,education,Other
I4210085935,IBM Research - Almaden,facility,US,research_institute,Other
I185103710,"University of California, Santa Cruz",education,US,education,Other
I4210139213,Research Institute of Semiconductor Devices,facility,RU,research_institute,Other
I204275683,Satbayev University,education,KZ,education,Other
I4210089595,Institute of Experimental Cardiology,facility,RU,research_institute,Other
I73779912,Manipal University Jaipur,education,,education,Other
I101407740,Chandigarh University,education,IN,education,Other
I860003557,Punjab Engineering College,education,IN,education,Other
I24027795,University of Johannesburg,education,ZA,education,Other
I4210164117,Walker (United States),company,US,company,Other
I205582932,Max Delbrück Center,facility,DE,research_institute,Other
I2802557943,Agostino Gemelli University Polyclinic,healthcare,IT,healthcare,Other
I2800666866,Government of Pakistan,government,PK,government,Other
I43729321,National College of Business Administration and Economics,education,PK,education,Other
I117222138,Abu Dhabi University,education,AE,education,Other
I4210112252,KK Women's and Children's Hospital,healthcare,SG,healthcare,Other
I142974352,National Sun Yat-sen University,education,TW,education,Other
I4210093821,Kaohsiung Chang Gung Memorial Hospital,healthcare,TW,healthcare,Other
I2800091995,West China Medical Center of Sichuan University,healthcare,CN,healthcare,Other
I117965899,University of Hawaiʻi at Mānoa,education,US,education,Other
I36085230,Université Stendhal – Grenoble 3,education,FR,education,Other
I4210113150,Laboratoire Interdisciplinaire de Physique,facility,FR,research_institute,Other
I143804889,Loughborough University,education,GB,education,Other
I123791789,Saint-Gobain (France),company,FR,company,Other
I2799424032,Discovery Institute,nonprofit,US,nonprofit,Other
I60733029,Monash Institute of Medical Research,healthcare,AU,healthcare,Other
I150807315,Guangxi University,education,CN,education,Other
I10660446,Kunming University of Science and Technology,education,CN,education,Other
I196829312,La Trobe University,education,AU,education,Other
I2800155786,Gold Coast Hospital,healthcare,AU,healthcare,Other
I4210151437,Gold Coast Health,healthcare,AU,healthcare,Other
I87482320,University of Management and Technology,education,PK,education,Other
I165230279,Universitas Gadjah Mada,education,ID,education,Other
I60488453,Middlesex University,education,GB,education,Other
I2802331550,Taipei Medical University Hospital,healthcare,TW,healthcare,Other
I47519274,Taipei Medical University,education,TW,education,Other
I4210104064,Shenzhen Academy of Robotics,facility,CN,research_institute,Other
I153473198,North China Electric Power University,education,CN,education,Other
I74872605,China Southern Power Grid (China),company,CN,company,Other
I4210125098,Hangzhou Vocational and Technical College,education,CN,education,Other
I4210105136,Yangtze River Delta Physics Research Center (China),company,CN,company,Other
I1310770535,Georgia Department of Education,government,US,government,Other
I6469544,City University of Macau,education,MO,education,Other
I4210100097,Institute of Bioinformatics and Systems Biology,facility,DE,research_institute,Other
I1324220072,Mount Sinai Hospital,healthcare,US,healthcare,Other
I4210095266,Mount Sinai Medical Center,healthcare,US,healthcare,Other
I4210090285,Arthur Ashe Learning Center,education,US,education,Other
I4210093734,Taoyuan Chang Gung Memorial Hospital,healthcare,TW,healthcare,Other
I1303153112,European Bioinformatics Institute,facility,GB,research_institute,Other
I4210137637,Bioinformatics Institute,nonprofit,RU,nonprofit,Other
I4665924,University of Rostock,education,DE,education,Other
I4210088668,"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement",government,FR,government,Other
I4210086966,Open Targets,facility,GB,research_institute,Other
I132053463,Université Libre de Bruxelles,education,BE,education,Other
I41121874,Heilbronn University,education,DE,education,Other
I171892758,Forschungszentrum Jülich,facility,DE,research_institute,Other
I4210091812,Bristol-Myers Squibb (United States),company,US,company,Other
I177969490,University of Southern Denmark,education,DK,education,Other
I2801466683,Shaikh Khalifa Medical City,healthcare,AE,healthcare,Other
I4210092806,St. Luke's International University,education,JP,education,Other
I4403386549,Munich Center for Machine Learning,education,,education,Other
I106118109,Eötvös Loránd University,education,HU,education,Other
I4210144394,"Czech Academy of Sciences, Institute of Psychology",facility,CZ,research_institute,Other
I4210096112,Rutgers Sexual and Reproductive Health and Rights,other,NL,unknown,Other
I4210115172,Oxford Centre for Computational Neuroscience,healthcare,GB,healthcare,Other
I2610724,Chemnitz University of Technology,education,DE,education,Other
I4210117600,"Radio, Film & TV Design and Research Institute",other,CN,research_institute,Other
I179331831,Taif University,education,SA,education,Other
I159247623,Mansoura University,education,EG,education,Other
I180952551,Central University of Himachal Pradesh,education,IN,education,Other
I1297288678,National Laboratory of the Rockies,facility,US,research_institute,Other
I72509657,Epic Systems (United States),company,US,company,Other
I109173049,Beijing Foreign Studies University,education,CN,education,Other
I1289530486,BC Cancer Agency,healthcare,CA,healthcare,Other
I283854653,Machine Intelligence Research Institute,nonprofit,US,nonprofit,Other
I2801953985,Spinal Cord Injury BC,nonprofit,CA,nonprofit,Other
I4210113666,Institut de Myologie,facility,FR,research_institute,Other
I4389425387,Centre de Recherche en Myologie,facility,,research_institute,Other
I192398990,Zagazig University,education,EG,education,Other
I4210119510,Personalis (United States),company,US,company,Other
I121934306,Tufts University,education,US,education,Other
I195893171,Zuse Institute Berlin,facility,DE,research_institute,Other
I81935515,Network Rail,company,GB,company,Other
I43439940,University of Southampton,education,GB,education,Other
I3006985408,Jožef Stefan Institute,facility,SI,research_institute,Other
I1335113835,Karolinska University Hospital,healthcare,SE,healthcare,Other
I2800139495,Science for Life Laboratory,facility,SE,research_institute,Other
I4210140215,Centre for Sustainable Healthcare,nonprofit,GB,nonprofit,Other
I187400657,South China Normal University,education,CN,education,Other
I4210090767,Ministry of Education,government,RW,government,Other
I1344076864,Center for Applied Linguistics,nonprofit,US,nonprofit,Other
I52179390,University of Waikato,education,NZ,education,Other
I160993911,Queensland University of Technology,education,AU,education,Other
I4210131448,Queensland Department of Environment and Science,government,AU,government,Other
I177738480,Japan Advanced Institute of Science and Technology,education,JP,education,Other
I55884533,BlackRock (United States),company,US,company,Other
I2800104224,Blackstone (United States),company,US,company,Other
I4210161945,Department of Health Services,government,US,government,Other
I12970578,University of North Alabama,education,US,education,Other
I127362389,Murray State University,education,US,education,Other
I98947143,California State Polytechnic University,education,US,education,Other
I82951845,RMIT University,education,AU,education,Other
I4210133331,AM Technologies (Poland),company,PL,company,Other
I4210094653,Open Geospatial Consortium,nonprofit,GB,nonprofit,Other
I4210095073,Sustainability Institute,nonprofit,ZA,nonprofit,Other
I4210087542,Cancer Australia,government,AU,government,Other
I116631150,Ulsan College,education,KR,education,Other
I2801680663,Asan Medical Center,healthcare,KR,healthcare,Other
I40542001,University of Ulsan,education,KR,education,Other
I152238500,Chosun University,education,KR,education,Other
I4210108461,Kingsoft (China),company,CN,company,Other
I4210150323,Cardinal Health (United States),company,US,company,Other
I90965887,SUNY Polytechnic Institute,education,US,education,Other
I80143920,Shandong University of Science and Technology,education,CN,education,Other
I210716285,University of Applied Sciences Leiden,education,NL,education,Other
I4210118977,Shanghai Tunnel Engineering Rail Transit Design & Research Institute,facility,CN,research_institute,Other
I4210127216,Ministry of Transport,government,CN,government,Other
I4210145005,State Key Laboratory of Vehicle NVH and Safety Technology,facility,CN,research_institute,Other
I180662265,China Mobile (China),company,CN,company,Other
I169521973,University of New Mexico,education,US,education,Other
I4210163050,New York University Langone Orthopedic Hospital,healthcare,US,healthcare,Other
I138873065,Long Island University,education,US,education,Other
I4210103375,Tissemsilt University,education,DZ,education,Other
