author_id,publication_year,institution_ids,institution_names,institution_categories
A5080809190,2024,I41173762;I4210147955,Bangladesh University of Business and Technology;Mawlana Bhashani Science and Technology University,education
A5039997105,2024,I46080048,Jahangirnagar University,education
A5072317896,2024,I41173762,Mawlana Bhashani Science and Technology University,education
A5071208302,2024,I103434671,American International University-Bangladesh,education
A5016079573,2024,I141591182,University of Aizu,education
A5005221038,2024,I141591182,University of Aizu,education
A5004644160,2024,I157773358;I2250653659,Sun Yat-sen University;Tencent (China),company;education
A5007545410,2024,I2250653659,Tencent (China),company
A5042965510,2024,I157773358;I4210136793,Peng Cheng Laboratory;Sun Yat-sen University,education;research_institute
A5100412937,2024,I157773358;I4210136793,Peng Cheng Laboratory;Sun Yat-sen University,education;research_institute
A5101873170,2024,I20231570;I4401726980,Mininglamp (China);Peking University,company;education
A5101925641,2024,I20231570;I4210100255;I4391012619;I4401726980,Beijing Academy of Artificial Intelligence;Mininglamp (China);Peking University;Shanghai Artificial Intelligence Laboratory,company;education;research_institute;unknown
A5101463817,2024,I4210100255;I4391012619;I4401726980,Beijing Academy of Artificial Intelligence;Mininglamp (China);Shanghai Artificial Intelligence Laboratory,company;research_institute;unknown
A5042083601,2024,I4210100255;I4391012619;I4401726980,Beijing Academy of Artificial Intelligence;Mininglamp (China);Shanghai Artificial Intelligence Laboratory,company;research_institute;unknown
A5015181840,2024,I20231570,Peking University,education
A5040103802,2024,,,unknown
A5016338836,2024,,,unknown
A5012611836,2024,,,unknown
A5105019593,2024,,,unknown
A5070927906,2024,,,unknown
A5105019594,2024,,,unknown
A5092029664,2024,I2801851002,Harvard University Press,unknown
A5056796427,2024,I202697423,University of Zurich,education
A5053419988,2024,I1291425158,Google (United States),company
A5094168390,2024,I1291425158,Google (United States),company
A5018864006,2024,I45129253,University College London,education;unknown
A5016947564,2024,I1291425158,Google (United States),company
A5022025044,2024,I1291425158,Google (United States),company
A5021267323,2024,I4210113297,Google (United Kingdom),company
A5011309559,2024,,,unknown
A5032435602,2024,,,unknown
A5000635267,2024,I2801851002,Harvard University Press,unknown
A5016381010,2024,I1291425158,Google (United States),company
A5084046716,2024,I4210129665;I4210138307,Central Tobacco Research Institute;GSL Medical College & General Hospital,education;research_institute
A5105957814,2024,I4210129665;I4210138307,Central Tobacco Research Institute;GSL Medical College & General Hospital,education;research_institute
A5106203828,2024,I4210129665;I4210138307,Central Tobacco Research Institute;GSL Medical College & General Hospital,education;research_institute
A5113308144,2024,I4210129665;I4210138307,Central Tobacco Research Institute;GSL Medical College & General Hospital,education;research_institute
A5113308145,2024,I4210129665;I4210138307,Central Tobacco Research Institute;GSL Medical College & General Hospital,education;research_institute
A5074038271,2024,I4210129665;I4210138307,Central Tobacco Research Institute;GSL Medical College & General Hospital,education;research_institute
A5101910120,2024,I4391012619,Shanghai Artificial Intelligence Laboratory,research_institute
A5100677989,2024,I204983213;I4391012619,Harbin Institute of Technology;Shanghai Artificial Intelligence Laboratory,education;research_institute
A5091663194,2024,I4391012619,Shanghai Artificial Intelligence Laboratory,research_institute
A5078487642,2024,I204983213,Harbin Institute of Technology,education
A5004840640,2024,I27837315,University of Michigan,education
A5042511798,2024,I27837315,University of Michigan,education
A5004260909,2024,I27837315,University of Michigan,education
A5112227212,2024,I27837315,University of Michigan,education
A5101576670,2024,I27837315,University of Michigan,education
A5077570613,2024,I27837315,University of Michigan,education
A5102802774,2024,I27837315,University of Michigan,education
A5049880944,2024,I27837315,University of Michigan,education
A5046304482,2024,I196272386,Providence College,education
A5036752348,2024,I196272386,Providence College,education
A5087644674,2024,I196272386;I27804330,Brown University;Providence College,education
A5075406465,2024,I4210144925,Technological University Dublin,education
A5086973117,2024,I4210144925,Technological University Dublin,education
A5042615241,2024,I4210144925,Technological University Dublin,education
A5029436429,2024,I1330693074,Walmart (United States),company
A5100456404,2024,I162868743,Tianjin University,education
A5005367680,2024,I162868743;I4210100255;I4391012619,Beijing Academy of Artificial Intelligence;Shanghai Artificial Intelligence Laboratory;Tianjin University,education;research_institute;unknown
A5100401468,2024,I162868743,Tianjin University,education
A5086887025,2024,I162868743;I4210100255;I4391012619,Beijing Academy of Artificial Intelligence;Shanghai Artificial Intelligence Laboratory;Tianjin University,education;research_institute;unknown
A5106943753,2024,I17145004;I890469752,Ministry of Industry and Information Technology;Northwestern Polytechnical University,education;government
A5077230511,2024,I122411786,California Institute of Technology,education
A5025614674,2024,I122411786,California Institute of Technology,education
A5079178149,2024,I122411786,California Institute of Technology,education
A5061632012,2024,I122411786,California Institute of Technology,education
A5004008376,2024,I122411786,California Institute of Technology,education
A5100424727,2024,I150229711,University of Electronic Science and Technology of China,education
A5083239184,2024,I56590836,Monash University,education
A5063936654,2024,I152815399,Singapore University of Technology and Design,education
A5070847060,2024,I202697423,University of Zurich,education
A5021231134,2024,I4210111868,Zurich University of Teacher Education,education
A5015123352,2024,I202697423,University of Zurich,education
A5114753730,2024,I4210111868,Zurich University of Teacher Education,education
A5091095215,2024,I4210111868,Zurich University of Teacher Education,education
A5106641930,2024,I4210111868,Zurich University of Teacher Education,education
A5041575226,2024,I202697423,University of Zurich,education
A5044072805,2024,I202697423,University of Zurich,education
A5102685536,2024,I157773358,Sun Yat-sen University,education
A5017205177,2024,I157773358,Sun Yat-sen University,education
A5013151488,2024,I165488957,Lingnan University,education;unknown
A5046888560,2024,I66867065,East China Normal University,education
A5006837984,2024,I157773358,Sun Yat-sen University,education
A5082561129,2024,I175532246,University of Eastern Finland,education
A5047180446,2024,I4210159102,Huawei Technologies (Sweden),company
A5101445001,2024,I4210159102,Huawei Technologies (Sweden),company
A5107947635,2024,I4210159102,Huawei Technologies (Sweden),company
A5100405410,2024,I4210159102,Huawei Technologies (Sweden),company
A5052824649,2024,I98677209,University of Edinburgh,education
A5039153096,2024,I4210159102,Huawei Technologies (Sweden),company
A5001624616,2024,I4210159102,Huawei Technologies (Sweden),company
A5020523405,2024,I4210159102,Huawei Technologies (Sweden),company
A5007774447,2024,,,unknown
A5113393013,2024,,,unknown
A5104245785,2024,,,unknown
A5108988342,2024,,,unknown
A5001213278,2024,,,unknown
A5082450455,2024,,,unknown
A5102911039,2024,I197347611,Korea University,education
A5049774809,2024,I146496621,Korea National Defense University,education
A5101789397,2024,I197347611,Korea University,education
A5077069037,2024,I197347611,Korea University,education
A5100453887,2024,I5124864,École Polytechnique Fédérale de Lausanne,education
A5105892725,2024,I5124864,École Polytechnique Fédérale de Lausanne,education
A5059674545,2024,I5124864,École Polytechnique Fédérale de Lausanne,education
A5005192117,2024,I5124864,École Polytechnique Fédérale de Lausanne,education
A5023520034,2024,I99065089,Tsinghua University,education;unknown
A5089655391,2024,I99065089,Tsinghua University,education;unknown
A5100668121,2024,I99065089,Tsinghua University,education
A5100416039,2024,,,unknown
A5100760812,2024,I99065089,Tsinghua University,education;unknown
A5020191602,2024,I126520041,University of Science and Technology of China,education
A5023341829,2024,I126520041,University of Science and Technology of China,education;unknown
A5038933312,2024,,,unknown
A5044417642,2024,I177725633,Chinese University of Hong Kong,education
A5034551256,2024,I19820366;I4210145761,Chinese Academy of Sciences;Shenzhen Institutes of Advanced Technology,government;research_institute
A5041125572,2024,I165932596,National University of Singapore,education
A5066420328,2024,I177725633,Chinese University of Hong Kong,education
A5100353550,2024,I177725633,Chinese University of Hong Kong,education
A5041613854,2024,I4391012619,Shanghai Artificial Intelligence Laboratory,research_institute
A5011222930,2024,I143868143,Anhui University,education
A5100349638,2024,I143868143,Anhui University,education
A5101550628,2024,I19820366;I4210112150,Chinese Academy of Sciences;Institute of Automation,government;research_institute
A5100398932,2024,I143868143,Anhui University,education
A5100439576,2024,I143868143,Anhui University,education
A5115602506,2024,I19820366;I4210112150,Chinese Academy of Sciences;Institute of Automation,government;research_institute;unknown
A5000614737,2024,I47508984,Imperial College London,education
A5009924357,2024,I4210089985,Amazon (Germany),company
A5063234434,2024,I195460627,University of Aberdeen,education
A5100648623,2024,I47508984,Imperial College London,education
A5058983161,2024,I4210089985,Amazon (Germany),company
A5064529297,2024,I4210089985,Amazon (Germany),company
A5093478084,2024,I223822909;I85384741,Heidelberg University,education
A5093478085,2024,I223822909;I85384741,Heidelberg University,education
A5034290170,2024,I223822909;I85384741,Heidelberg University,education
A5001774211,2024,I1294671590;I194210350;I4210139483;I98702875,Centre National de la Recherche Scientifique;GREYC;Université de Caen Normandie;École Nationale Supérieure d'Ingénieurs de Caen,education;government;research_institute
A5106236405,2024,I1294671590;I194210350;I4210139483;I98702875,Centre National de la Recherche Scientifique;GREYC;Université de Caen Normandie;École Nationale Supérieure d'Ingénieurs de Caen,education;government;research_institute
A5001375778,2024,I1294671590;I194210350;I4210139483;I98702875,Centre National de la Recherche Scientifique;GREYC;Université de Caen Normandie;École Nationale Supérieure d'Ingénieurs de Caen,education;government;research_institute
A5010595613,2024,I4210164802;I70931966,Mila - Quebec Artificial Intelligence Institute;Université de Montréal,education;research_institute;unknown
A5049825997,2024,,,unknown
A5080241878,2024,,,unknown
A5063960231,2024,I4210164802;I70931966,Mila - Quebec Artificial Intelligence Institute;Université de Montréal,education;research_institute;unknown
A5027811140,2024,,,unknown
A5034469302,2024,I165526535;I4210146544,Fatih Sultan Mehmet Waqf University;Royal College of Art,education
A5100319895,2024,I183067930,Shanghai Jiao Tong University,education
A5019405339,2024,I183067930,Shanghai Jiao Tong University,education
A5101398288,2024,I30809798,ShanghaiTech University,education
A5103271991,2024,I183067930,Shanghai Jiao Tong University,education
A5032543777,2024,I183067930,Shanghai Jiao Tong University,education
A5093832948,2024,I98285908,The University of Osaka,education
A5022807823,2024,I98285908,The University of Osaka,education
A5045644147,2024,I34077901,Juntendo University,education
A5054045156,2024,I98285908,The University of Osaka,education
A5004748763,2024,I98285908,The University of Osaka,education
A5006756738,2024,I64926303,Nara Medical University,education
A5006736245,2024,I34077901,Juntendo University,education
A5052263544,2024,I34077901,Juntendo University,education
A5061895792,2024,I98285908,The University of Osaka,education
A5040732498,2024,I98285908,The University of Osaka,education
A5033862304,2024,I90023481;I98285908,National Institute of Information and Communications Technology;The University of Osaka,education;research_institute
A5046288905,2024,I98285908,The University of Osaka,education
A5025926397,2024,I98285908,The University of Osaka,education
A5030129955,2024,,,unknown
A5085581526,2024,,,unknown
A5017430678,2024,,,unknown
A5004173788,2024,,,unknown
A5042894086,2024,,,unknown
A5062222567,2024,,,unknown
A5044786095,2024,I10535382;I158842170,Chongqing University;Chongqing University of Posts and Telecommunications,education
A5006875503,2024,I10535382;I158842170,Chongqing University;Chongqing University of Posts and Telecommunications,education
A5061201566,2024,I10535382;I158842170,Chongqing University;Chongqing University of Posts and Telecommunications,education
A5114513206,2024,I4210126505,Amity University,education
A5027345646,2024,I4210126505,Amity University,education
A5033072858,2024,I1291425158;I197347611,Google (United States);Korea University,company;education
A5050284760,2024,I1291425158,Google (United States),company
A5108881934,2024,I1291425158,Google (United States),company
A5071314488,2024,I1291425158,Google (United States),company
A5100399257,2024,I4210090411;I4210113297,Google (United Kingdom);Google DeepMind (United Kingdom),company
A5073191129,2024,I4210161460,OpenAI (United States),company
A5102881710,2024,I1291425158,Google (United States),company
A5101830337,2024,I102322142;I1291425158,"Google (United States);Rutgers, The State University of New Jersey",company;education
A5092082178,2024,I1291425158,Google (United States),company
A5077788107,2024,I197347611,Korea University,education
A5100931120,2024,I1291425158,Google (United States),company
A5088070960,2024,I255234318,Universidad de Zaragoza,education
A5029588803,2024,I130701444,Georgia Institute of Technology,education
A5016775802,2024,I130701444,Georgia Institute of Technology,education
A5100373068,2024,I1306409833,Adobe Systems (United States),company
A5001873096,2024,I1306409833,Adobe Systems (United States),company
A5008803839,2024,I78650965,Technische Universität Dresden,education
A5016611340,2024,I78650965,Technische Universität Dresden,education
A5074841104,2024,I78650965,Technische Universität Dresden,education
A5029869877,2024,,,unknown
A5111058254,2024,,,unknown
A5013072436,2024,,,unknown
A5100807488,2024,,,unknown
A5100447969,2024,I189210763,Yunnan University,education
A5100346132,2024,I189210763,Yunnan University,education
A5100707916,2024,I189210763,Yunnan University,education
A5102482846,2024,I165932596,National University of Singapore,education
A5093329970,2024,I165932596,National University of Singapore,education;unknown
A5093329971,2024,I165932596,National University of Singapore,education;unknown
A5111145714,2024,I165932596,National University of Singapore,education
A5065786703,2024,,,unknown
A5018234604,2024,I21193070,Beijing Jiaotong University,education
A5096912622,2024,,,unknown
A5015169817,2024,I17145004,Northwestern Polytechnical University,education
A5058575315,2024,I165932596,National University of Singapore,education
A5037147286,2024,I170164250,Elon University,education
A5005386343,2024,I188538660,University of Colorado Boulder,education
A5009893200,2024,I130769515,Pennsylvania State University,education
A5031528895,2024,I60134161,Nagoya University,education
A5102907439,2024,I22299242;I39012071,Kyoto College of Graduate Studies for Informatics;Kyoto University,education
A5047823141,2024,I60134161,Nagoya University,education
A5036735172,2024,I60134161;I84985371,Nagoya University;University of Human Environments,education
A5058196829,2024,I60134161;I98940699,Chukyo University;Nagoya University,education
A5027960360,2024,I4210110652;I46980622;I60134161,Kyoto Seika University;Nagoya University;RIKEN,education;research_institute
A5034941095,2024,I60134161,Nagoya University,education
A5103893731,2024,I87216513,Michigan State University,education
A5001591701,2024,I87216513,Michigan State University,education
A5081817176,2024,I87216513,Michigan State University,education
A5043650155,2024,I87216513,Michigan State University,education
A5052577882,2024,I4210122684,Sony Computer Science Laboratories,research_institute
A5041044132,2024,I87216513,Michigan State University,education
A5102631471,2024,I7882870,University of Glasgow,education
A5026473068,2024,I7882870,University of Glasgow,education
A5057657785,2024,I7882870,University of Glasgow,education
A5069702331,2024,I7882870,University of Glasgow,education
A5113536741,2024,I126520041,University of Science and Technology of China,education
A5057246165,2024,I126520041,University of Science and Technology of China,education
A5037366245,2024,I126520041;I308837,Suzhou University of Science and Technology;University of Science and Technology of China,education
A5078030239,2024,I126520041;I308837,Suzhou University of Science and Technology;University of Science and Technology of China,education
A5074838390,2024,I153976015,University of Ljubljana,education
A5034095159,2024,I160993911,Queensland University of Technology,education
A5038322250,2024,I153976015,University of Ljubljana,education
A5079371773,2024,I153976015,University of Ljubljana,education
A5104577745,2024,I4210102018,Dell Children's Medical Center of Central Texas,healthcare
A5101796118,2024,I111088046,Boston University,education
A5101321584,2024,I2800762105;I889458895,Shatin Hospital;University of Hong Kong,education;healthcare;unknown
A5101517009,2024,I2801606333,Yan Chai Hospital,healthcare
A5047451771,2024,I2800762105;I889458895,Shatin Hospital;University of Hong Kong,education;healthcare
A5101572195,2024,I2800762105;I889458895,Shatin Hospital;University of Hong Kong,education;healthcare;unknown
A5073779363,2024,,,unknown
A5101909278,2024,I2800762105,Shatin Hospital,healthcare
A5111209019,2024,,,unknown
A5048510900,2024,,,unknown
A5086271679,2024,,,unknown
A5051965188,2024,,,unknown
A5052469378,2024,,,unknown
A5092835469,2024,,,unknown
A5076595277,2024,I66946132,"University of Maryland, College Park",education
A5063711774,2024,I66946132,"University of Maryland, College Park",education
A5101614445,2024,I66946132,"University of Maryland, College Park",education
A5113384957,2024,I63772739,Florida Atlantic University,education
A5060705516,2024,I18241798,Lake Erie College of Osteopathic Medicine,education
A5079942257,2024,I63772739,Florida Atlantic University,education
A5090431203,2024,I118347636,Australian National University,education;unknown
A5101643981,2024,I118347636,Australian National University,education
A5067549788,2024,I4210127558;I5681781;I7495430,Australian Centre for Robotic Vision;Idiap Research Institute;The University of Adelaide,education;research_institute
A5071663279,2024,I118347636,Australian National University,education
A5111337700,2024,I98285908,The University of Osaka,education
A5068667478,2024,I98285908,The University of Osaka,education
A5100633323,2024,I125839683,Beijing Institute of Technology,education
A5111155838,2024,I125839683,Beijing Institute of Technology,education
A5114358550,2024,I97018004,Stanford University,education
A5048890580,2024,I183067930,Shanghai Jiao Tong University,education
A5101931365,2024,I183067930,Shanghai Jiao Tong University,education
A5054552956,2024,I4210109911,Woodruff Health Sciences Center,healthcare
A5086969259,2024,I136199984,Harvard University,education
A5076213540,2024,I74973139,Carnegie Mellon University,education
A5100447637,2024,I1306409833,Adobe Systems (United States),company
A5101960524,2024,I1306409833,Adobe Systems (United States),company
A5049973776,2024,I157725225,University of Illinois Urbana-Champaign,education
A5075246991,2024,I74973139,Carnegie Mellon University,education
A5061551054,2024,I102335020,Karlsruhe Institute of Technology,education
A5081854637,2024,I7877124,Charité - Universitätsmedizin Berlin,healthcare
A5064868554,2024,,,unknown
A5112200335,2024,I54009628,University of Bayreuth,education
A5039548036,2024,I102335020,Karlsruhe Institute of Technology,education
A5048056595,2024,I139759216,Beijing University of Posts and Telecommunications,education
A5108293594,2024,,,unknown
A5081673334,2024,I139759216,Beijing University of Posts and Telecommunications,education
A5008157855,2024,I139759216,Beijing University of Posts and Telecommunications,education
A5100616368,2024,,,unknown
A5115529216,2024,I139759216,Beijing University of Posts and Telecommunications,education
A5111345508,2024,I139759216,Beijing University of Posts and Telecommunications,education
A5104473006,2024,I139759216,Beijing University of Posts and Telecommunications,education
A5001653986,2024,I139759216,Beijing University of Posts and Telecommunications,education
A5069206408,2024,,,unknown
A5100680326,2024,I14894300;I90610280,Foshan University;South China University of Technology,education
A5103793601,2024,I14894300,Foshan University,education
A5101765233,2024,I90610280,South China University of Technology,education
A5027872024,2024,I90610280,South China University of Technology,education
A5110776250,2024,I14894300,Foshan University,education
A5087782595,2024,I14894300,Foshan University,education;unknown
A5110431396,2024,I14894300;I90610280,Foshan University;South China University of Technology,education
A5049461648,2024,I200362191,Universidad Autónoma Metropolitana,education
A5058081579,2024,I59553526,Stony Brook University,education
A5032364792,2024,I97018004,Stanford University,education
A5078354232,2024,I57206974,New York University,education
A5100384384,2024,I12912129;I58610484,Northeastern University;Seattle University,education
A5105473419,2024,I178169726,Southern Methodist University,education
A5099464027,2024,I111088046;I12912129,Boston University;Northeastern University,education
A5067706584,2024,I197347611;I60922564,Korea University;Naver (South Korea),company;education
A5009328122,2024,I134446601;I95457486,"Berkeley College;University of California, Berkeley",education
A5048067770,2024,I197347611;I60922564,Korea University;Naver (South Korea),company;education
A5061842716,2024,I197347611,Korea University,education
A5102726137,2024,I41198531,Nanjing University of Posts and Telecommunications,education
A5102776884,2024,I41198531,Nanjing University of Posts and Telecommunications,education
A5100440133,2024,I41198531,Nanjing University of Posts and Telecommunications,education
A5007962086,2024,I41198531,Nanjing University of Posts and Telecommunications,education
A5101951297,2024,I14243506,Hong Kong Polytechnic University,education;unknown
A5053865422,2024,I14243506,Hong Kong Polytechnic University,education;unknown
A5100754217,2024,I14243506,Hong Kong Polytechnic University,education;unknown
A5032453175,2024,I14243506,Hong Kong Polytechnic University,education
A5014689401,2024,I14243506,Hong Kong Polytechnic University,education;unknown
A5072485378,2024,I76130692,Zhejiang University,education
A5063505313,2024,I76130692,Zhejiang University,education
A5059032251,2024,I76130692,Zhejiang University,education
A5111090174,2024,I76130692,Zhejiang University,education
A5100603533,2024,I76130692,Zhejiang University,education
A5043524348,2024,I76130692,Zhejiang University,education
A5100422345,2024,I76130692,Zhejiang University,education
A5105297718,2024,I76130692,Zhejiang University,education
A5031578713,2024,I82880672,Beihang University,education
A5059807664,2024,I82880672,Beihang University,education
A5042387346,2024,I153718931,University of Ottawa,education
A5008140023,2024,,,unknown
A5047947423,2024,,,unknown
A5086617910,2024,,,unknown
A5019027714,2024,I137407579,Université Oran 1 Ahmed Ben Bella,education
A5037668222,2024,I137407579,Université Oran 1 Ahmed Ben Bella,education
A5099000332,2024,I137407579,Université Oran 1 Ahmed Ben Bella,education
A5001984598,2024,I142899784,University of Sfax,education
A5019061528,2024,,,unknown
A5093218085,2024,,,unknown
A5036843155,2024,,,unknown
A5008977217,2024,I889458895,University of Hong Kong,education;unknown
A5054734725,2024,I889458895,University of Hong Kong,education;unknown
A5090126397,2024,,,unknown
A5100339851,2024,I162868743,Tianjin University,education;unknown
A5103256033,2024,I76130692,Zhejiang University,education
A5100600436,2024,I76130692,Zhejiang University,education
A5056066639,2024,I76130692,Zhejiang University,education
A5029030097,2024,,,unknown
A5058995244,2024,,,unknown
A5024461965,2024,,,unknown
A5101044313,2024,I889458895,University of Hong Kong,education
A5020560046,2024,I889458895,University of Hong Kong,education
A5003572809,2024,I177725633,Chinese University of Hong Kong,education
A5101699783,2024,I200769079;I889458895,Hong Kong University of Science and Technology;University of Hong Kong,education
A5041046312,2024,I20231570,Peking University,education
A5100555717,2024,I20231570,Peking University,education
A5028877572,2024,I20231570,Peking University,education
A5063954597,2024,I1306409833,Adobe Systems (United States),company
A5101619322,2024,I1306409833,Adobe Systems (United States),company
A5102577489,2024,I1306409833,Adobe Systems (United States),company
A5058038050,2024,I1306409833;I157725225,Adobe Systems (United States);University of Illinois Urbana-Champaign,company;education
A5052507628,2024,I16609230,Hunan University,education
A5100758325,2024,I16609230,Hunan University,education
A5100713692,2024,I16609230,Hunan University,education
A5089712493,2024,I16609230,Hunan University,education
A5031557839,2024,I191208505,Xiamen University,education
A5026593169,2024,I81605866,Sidi Mohamed Ben Abdellah University,education
A5021802342,2024,I81605866,Sidi Mohamed Ben Abdellah University,education
A5091491813,2024,I2800290161;I70931966,Montreal Heart Institute;Université de Montréal,education;unknown
A5046020393,2024,I81605866,Sidi Mohamed Ben Abdellah University,education
A5067377682,2024,I74973139,Carnegie Mellon University,education
A5112887835,2024,I1306409833,Adobe Systems (United States),company
A5101849635,2024,I47508984,Imperial College London,education
A5053403110,2024,I63548447,Lappeenranta-Lahti University of Technology,education
A5080245078,2024,I8204097,Ludwig-Maximilians-Universität München,education
A5040137924,2024,I8204097,Ludwig-Maximilians-Universität München,education
A5105081057,2024,I8204097,Ludwig-Maximilians-Universität München,education
A5034435248,2024,I8204097,Ludwig-Maximilians-Universität München,education
A5105094342,2024,,,unknown
A5078189914,2024,I8204097,Ludwig-Maximilians-Universität München,education
A5092738865,2024,I8204097,Ludwig-Maximilians-Universität München,education
A5077773713,2024,I8204097,Ludwig-Maximilians-Universität München,education
A5020095642,2024,I8204097,Ludwig-Maximilians-Universität München,education
A5029720390,2024,I8204097,Ludwig-Maximilians-Universität München,education
A5061446745,2024,I2800935791,UC San Diego Health System,healthcare
A5001170097,2024,I1291425158,Google (United States),company
A5078010312,2024,I1291425158,Google (United States),company
A5046609009,2024,I2800935791,UC San Diego Health System,healthcare
A5107852212,2024,I1291425158,Google (United States),company
A5054327137,2024,I1291425158,Google (United States),company
A5064042469,2024,I891191580,Aalborg University,education
A5072150744,2024,I891191580,Aalborg University,education
A5098801289,2024,,,unknown
A5040736288,2024,,,unknown
A5101966588,2024,,,unknown
A5055207525,2024,,,unknown
A5020091255,2024,,,unknown
A5100628120,2024,,,unknown
A5111136890,2024,,,unknown
A5103112611,2024,,,unknown
A5020430648,2024,,,unknown
A5100653784,2024,I47508984,Imperial College London,education
A5050439599,2024,I99065089,Tsinghua University,education
A5010562595,2024,I165526535,Royal College of Art,education
A5048207096,2024,I99065089,Tsinghua University,education
A5091902177,2024,I302410947,M S Ramaiah University of Applied Sciences,education
A5108937837,2024,I302410947,M S Ramaiah University of Applied Sciences,education
A5092210900,2024,I302410947,M S Ramaiah University of Applied Sciences,education
A5101369565,2024,I302410947,M S Ramaiah University of Applied Sciences,education
A5036048607,2024,I1299343005,Strand Life Sciences (India),company
A5101499730,2024,I1299343005,Strand Life Sciences (India),company
A5104341055,2024,,,unknown
A5112035740,2024,I1299343005,Strand Life Sciences (India),company
A5021818486,2024,,,unknown
A5052169416,2024,,,unknown
A5102899149,2024,,,unknown
A5077710594,2024,,,unknown
A5056107563,2024,,,unknown
A5113392282,2024,,,unknown
A5114621429,2024,,,unknown
A5114621430,2024,,,unknown
A5014154932,2024,,,unknown
A5086303779,2024,,,unknown
A5009784370,2024,,,unknown
A5079191301,2024,,,unknown
A5073814691,2024,,,unknown
A5075594276,2024,I1291425158,Google (United States),company
A5060350100,2024,I1291425158,Google (United States),company
A5081627147,2024,I1291425158,Google (United States),company
A5001667895,2024,I1291425158,Google (United States),company
A5050566186,2024,I1291425158,Google (United States),company
A5110360983,2024,I1291425158,Google (United States),company
A5101903528,2024,I99065089,Tsinghua University,education
A5067168484,2024,I27357992,Dalian University of Technology,education
A5101635377,2024,I27357992,Dalian University of Technology,education
A5020704860,2024,I27357992,Dalian University of Technology,education
A5101464630,2024,I20231570,Peking University,education
A5087583644,2024,,,unknown
A5100382450,2024,,,unknown
A5100365670,2024,,,unknown
A5086949543,2024,I4210137977,Advanced Micro Devices (United States),company
A5027115167,2024,I4210137977,Advanced Micro Devices (United States),company
A5019927724,2024,,,unknown
A5080655454,2024,,,unknown
A5064234845,2024,,,unknown
A5109734902,2024,,,unknown
A5027401438,2024,,,unknown
A5032958161,2024,,,unknown
A5112428050,2024,,,unknown
A5093211948,2024,,,unknown
A5087096372,2024,,,unknown
A5101626422,2024,I55732556,Arizona State University,education
A5026971108,2024,I4210156404;I4210165038,Institute of Information Engineering;University of Chinese Academy of Sciences,education;research_institute
A5018114609,2024,I19820366;I4210119392,Chinese Academy of Sciences;Institute of Microelectronics,government;research_institute
A5100327026,2024,I4210156404;I4210165038,Institute of Information Engineering;University of Chinese Academy of Sciences,education;research_institute
A5004694827,2024,I19820366;I4210119392,Chinese Academy of Sciences;Institute of Microelectronics,government;research_institute
A5031794241,2024,I19820366;I4210156404,Chinese Academy of Sciences;Institute of Information Engineering,government;research_institute
A5082300353,2024,I19820366;I4210156404,Chinese Academy of Sciences;Institute of Information Engineering,government;research_institute
A5073679218,2024,I4210156496,Uber AI (United States),unknown
A5088197840,2024,I4210156496,Uber AI (United States),unknown
A5039949088,2024,I1311688040,Amazon (United States),company
A5026595166,2024,I4210156496,Uber AI (United States),unknown
A5065386783,2024,I4210156496,Uber AI (United States),unknown
A5083457158,2024,I11701301,Griffith University,education
A5101880961,2024,I11701301,Griffith University,education
A5071801009,2024,I11701301,Griffith University,education
A5008354872,2024,I11701301,Griffith University,education
A5082028555,2024,,,unknown
A5110367133,2024,,,unknown
A5073437730,2024,,,unknown
A5069204507,2024,,,unknown
A5039134666,2024,I4210145118;I99065089,Infinitus (China);Tsinghua University,company;education
A5113233261,2024,I4210145118;I99065089,Infinitus (China);Tsinghua University,company;education
A5052918296,2024,I99065089,Tsinghua University,education
A5078367183,2024,I154570441,"University of California, Santa Barbara",education
A5101422411,2024,I1290206253;I4210164937,Microsoft (United States);Microsoft Research (United Kingdom),company
A5049910854,2024,I4210145118,Infinitus (China),company
A5084028710,2024,I88060688,Universidad Politécnica de Madrid,education
A5059845936,2024,I88060688,Universidad Politécnica de Madrid,education
A5005744973,2024,I88060688,Universidad Politécnica de Madrid,education
A5100439592,2024,I2801239119;I56590836,Australian Regenerative Medicine Institute;Monash University,education;research_institute
A5078823053,2024,I2801239119;I56590836,Australian Regenerative Medicine Institute;Monash University,education;research_institute
A5047517978,2024,I2801239119;I56590836,Australian Regenerative Medicine Institute;Monash University,education;research_institute
A5036447132,2024,I2801239119;I56590836,Australian Regenerative Medicine Institute;Monash University,education;research_institute
A5113157867,2024,I150513749,Sant Gadge Baba Amravati University,education
A5094304532,2024,I150513749,Sant Gadge Baba Amravati University,education
A5094304533,2024,I150513749,Sant Gadge Baba Amravati University,education
A5094304534,2024,I150513749,Sant Gadge Baba Amravati University,education
A5029911351,2024,I150513749,Sant Gadge Baba Amravati University,education
A5035097695,2024,I57093077,Swinburne University of Technology,education
A5102665997,2024,I57093077,Swinburne University of Technology,education
A5084829218,2024,I36234482,University of Bristol,education
A5021207555,2024,I36234482,University of Bristol,education
A5064989868,2024,,,unknown
A5038420508,2024,,,unknown
A5014048994,2024,,,unknown
A5101919131,2024,,,unknown
A5021606219,2024,I116953780,Tongji University,education
A5004301353,2024,I116953780,Tongji University,education
A5108040678,2024,I116953780,Tongji University,education
A5100431222,2024,I116953780,Tongji University,education
A5111299538,2024,I4210095624,Alibaba Group (United States),company
