id,author_id,display_name,main_institution_name,main_institution_id,main_institution_type,simplified_institution_category,target_firm_label,primary_institution_for_display_this_year,primary_category_for_display_this_year,primary_target_firm_for_display_this_year,all_institution_names_this_year,all_target_firm_labels_this_year,has_multiple_affiliations_this_year,has_multiple_categories_this_year,publication_count,year_list,degree_centrality,weighted_degree,betweenness_centrality,eigenvector_centrality,community
A5109791544,A5109791544,Ziyang Ma,,,,unknown,Other,,unknown,Other,,,False,False,2,2024,0.0028947614156317114,71.0,1.1647737199305802e-05,2.736624422490621e-10,32
A5109792076,A5109792076,Yaqi Fu,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0008871043047903632,19.0,0.0,5.900843450083161e-08,22
A5109793425,A5109793425,Sungpil Kwon,Seoul National University,I139264467,education,education,Other,Seoul National University,education,Other,Seoul National University,Other,False,False,1,2024,0.0006069661032776169,13.0,0.0,4.8102025873088156e-54,855
A5109796299,A5109796299,Yongshun Ren,Institute of Zoology,I4210167311,facility,research_institute,Other,Institute of Zoology,research_institute,Other,Chinese Academy of Sciences;Institute of Zoology,Other,True,True,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2841
A5109796436,A5109796436,Yiweng Xie,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0004202073022691194,9.0,0.0,8.559405512761062e-13,483
A5109797072,A5109797072,Ayushman Gupta,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,2765
A5109799003,A5109799003,Way Ming Chan,University of Waikato,I52179390,education,education,Other,University of Waikato,education,Other,University of Waikato,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,2056
A5109799019,A5109799019,Angela Eunyoung Kwon,University of British Columbia,I141945490,education,education,Other,University of British Columbia,education,Other,University of British Columbia,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,2162
A5109800762,A5109800762,Shree Pandya,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2842
A5109806592,A5109806592,Qinmeng Yang,Computer Network Information Center,I4210108629,facility,research_institute,Other,Computer Network Information Center,research_institute,Other,Chinese Academy of Sciences;Computer Network Information Center,Other,True,True,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2843
A5109808858,A5109808858,R. Zarate,Strategic Solutions Consulting (United States),I4210140673,company,company,Other,Strategic Solutions Consulting (United States),company,Other,Strategic Solutions Consulting (United States),Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,1999
A5109810619,A5109810619,Jaekyeong Kim,Kyung Hee University,I35928602,education,education,Other,Kyung Hee University,education,Other,Kyung Hee University,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,2162
A5109821353,A5109821353,Philip Fradkin,Vector Institute,I4210127509,facility,research_institute,Other,Vector Institute,research_institute,Other,University of Toronto;Vector Institute;York University,Other,True,True,1,2024,0.00028013820151274625,6.0,0.0,5.106813076632227e-17,24
A5109832590,A5109832590,P R Lowenstein,University of Michigan,I27837315,education,education,Other,University of Michigan,education,Other,University of Michigan,Other,False,False,1,2024,0.0010738631057988608,23.0,0.0,5.536413444979635e-27,156
A5109855132,A5109855132,Zhikai Chen,University of Science and Technology of China,I126520041,education,education,Other,University of Science and Technology of China,education,Other,University of Science and Technology of China,Other,False,False,1,2024,0.00028013820151274625,6.0,0.0,3.895222650440456e-10,0
A5109855924,A5109855924,Dong Liu,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2844
A5109869303,A5109869303,Wei Li,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0004202073022691194,9.0,0.0,3.1285529007382695e-09,193
A5109886311,A5109886311,Tianshi Chen,Cambricon (China),I4401726770,company,company,Other,Cambricon (China),company,Other,Cambricon (China),Other,False,False,1,2024,0.0006536558035297413,14.0,0.0,5.20172557348297e-46,612
A5109888639,A5109888639,Ben He,Institute of Software,I4210128818,facility,research_institute,Other,Institute of Software,research_institute,Other,Institute of Software;University of Chinese Academy of Sciences,Other,True,True,1,2024,0.00028013820151274625,6.0,0.0,1.9011469638584506e-70,1890
A5109890544,A5109890544,Cordelia Schmid,Université Paris Sciences et Lettres,I2746051580,education,education,Other,Université Paris Sciences et Lettres,education,Other,Centre National de la Recherche Scientifique;Université Paris Sciences et Lettres;École Normale Supérieure - PSL,Other,True,True,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,1462
A5109921699,A5109921699,Richard A. Taylor,Yale University,I32971472,education,education,Other,Yale University,education,Other,University Hospital of Bern;University of Michigan;Yale University,Other,True,True,2,2024,0.0021477262115977215,46.0,1.089528073944649e-06,1.1596397489287867e-21,774
A5109923159,A5109923159,Martha Minow,Harvard University Press,I2801851002,other,unknown,Other,Harvard University Press,unknown,Other,Harvard University Press,Other,False,False,1,2024,0.0010738631057988608,23.0,0.0,9.359985602060959e-06,155
A5109934479,A5109934479,Chan Hee Song,The Ohio State University,I52357470,education,education,Other,The Ohio State University,education,Other,The Ohio State University,Other,False,False,1,2024,0.0005135867027733682,11.0,0.0,8.490657135180201e-59,1432
A5109947663,A5109947663,Meng Luo,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0002334485012606219,5.0,0.0,7.969471908071744e-16,367
A5109949937,A5109949937,Paul Michel,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2845
A5109962243,A5109962243,Lichao Sun,Lehigh University,I186143895,education,education,Other,Lehigh University,education,Other,Lehigh University,Other,False,False,1,2024,0.0007003455037818657,15.0,0.0,2.2650022589383718e-12,240
A5109977502,A5109977502,Wu Yuan,Chinese University of Hong Kong,I177725633,education,education,Other,Chinese University of Hong Kong,education,Other,Chinese University of Hong Kong,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,2282
A5109982959,A5109982959,Yonghua Lin,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0002334485012606219,5.0,0.0,2.5181375892836272e-17,103
A5110035451,A5110035451,Dian Zeng,Tsinghua University,I99065089,education,education,Other,Tsinghua University,education,Other,Tsinghua University,Other,False,False,1,2024,0.0004668970025212438,10.0,0.0,2.296539928694441e-19,116
A5110042813,A5110042813,Yuan Xie,East China Normal University,I66867065,education,education,Other,East China Normal University,education,Other,East China Normal University,Other,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.0372000372092235e-75,864
A5110052905,A5110052905,Grace Cason,Cohen Children's Medical Center,I4210116459,healthcare,healthcare,Other,Cohen Children's Medical Center,healthcare,Other,Cohen Children's Medical Center,Other,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.0372000372092235e-75,2190
A5110067439,A5110067439,Ian Brennan,St. James's Hospital,I4210154619,healthcare,healthcare,Other,St. James's Hospital,healthcare,Other,St. James's Hospital,Other,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.0372000372092235e-75,1577
A5110081955,A5110081955,Hwee Tou Ng,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,9.337940050424876e-05,2.0,0.0,2.3804682600139146e-85,809
A5110091391,A5110091391,Shirong Ge,China University of Mining and Technology,I25757504,education,education,Other,China University of Mining and Technology,education,Other,China University of Mining and Technology,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,8.45497242620401e-63,226
A5110102473,A5110102473,Bill Freeman,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00032682790176487064,7.0,0.0,1.23270270824603e-10,101
A5110104129,A5110104129,Zhongming Liang,Academy of Mathematics and Systems Science,I4210120485,facility,research_institute,Other,Academy of Mathematics and Systems Science,research_institute,Other,Academy of Mathematics and Systems Science;Chinese Academy of Sciences;National Center for Mathematics and Interdisciplinary Sciences;University of Chinese Academy of Sciences,Other,True,True,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2846
A5110114290,A5110114290,Hua Xu,The University of Texas Health Science Center at Houston,I919571938,education,education,Other,The University of Texas Health Science Center at Houston,education,Other,The University of Texas Health Science Center at Houston;Yale University,Other,True,False,1,2024,0.0007003455037818657,15.0,0.0,1.4941983878264425e-09,132
A5110126701,A5110126701,Gary Marcus,New York University,I57206974,education,education,Other,New York University,education,Other,New York University,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,732
A5110128560,A5110128560,Xiaoya Zhou,"University of California, Santa Barbara",I154570441,education,education,Other,"University of California, Santa Barbara",education,Other,"University of California, Santa Barbara",Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,5.7341379225877e-69,461
A5110132499,A5110132499,Cho‐Yu Jason Chiang,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.6457450156686713e-75,1037
A5110132887,A5110132887,A Mc Cann,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2847
A5110139272,A5110139272,Huan Ling,NVIDIA,RAW_NVIDIA,company,company,NVIDIA,NVIDIA,company,NVIDIA,NVIDIA,NVIDIA,False,False,1,2024,0.00018675880100849752,4.0,0.0,1.7303903869110556e-28,101
A5110140278,A5110140278,Philipp Herzig,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0006069661032776169,13.0,0.0,5.405608114212447e-54,885
A5110145189,A5110145189,Utsav Prabhu,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00032682790176487064,7.0,0.0,1.2629461778027621e-11,2
A5110146710,A5110146710,Alexey V. Cherepanov,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0021477262115977215,46.0,0.0,1.2908377062822347e-12,195
A5110195053,A5110195053,Da Yin,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0007470352040339901,16.0,0.0,1.2864587727276426e-10,96
A5110220840,A5110220840,Yangqing Jia,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00037351760201699503,8.0,0.0,1.143644391775941e-67,1667
A5110232189,A5110232189,Zejun Wang,Peking University,I20231570,education,education,Other,Peking University,education,Other,Peking University,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,5.542655179990446e-58,615
A5110237033,A5110237033,Yao Li,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2848
A5110242040,A5110242040,Ashley J. Llorens,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0008871043047903632,19.0,0.0,3.368627289661242e-05,0
A5110247102,A5110247102,Ziyan Kuang,Jiangxi Normal University,I53592917,education,education,Other,Jiangxi Normal University,education,Other,Jiangxi Normal University;University of Manchester;Wuhan University,Other,True,False,2,2024,0.0014473807078158557,36.0,0.0,3.5371393398485176e-09,132
A5110249072,A5110249072,Jonathan Chang,,,,unknown,Other,,unknown,Other,,,False,False,2,2024,0.0004202073022691194,12.0,0.0,1.958988677165193e-63,1413
A5110252779,A5110252779,Chunting Zhou,,,,unknown,Other,,unknown,Other,,,False,False,2,2024,0.0007003455037818657,15.0,0.0005898444787740734,3.8424309989579955e-09,379
A5110253521,A5110253521,Sholto Douglas,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2849
A5110255997,A5110255997,Na Claire Cheng,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.5006831251063356e-71,1349
A5110262848,A5110262848,Daiqing Li,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,2542
A5110273230,A5110273230,Thomas S. Ray,Applied Minds (United States),I2799419483,company,company,Other,Applied Minds (United States),company,Other,Applied Minds (United States),Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,2.4540945663716e-78,2026
A5110285832,A5110285832,Zhifang Sui,,,,unknown,Other,,unknown,Other,,,False,False,2,2024,0.0013073116070594826,28.0,0.0008783743871053282,6.174694110537682e-08,132
A5110293227,A5110293227,Sanghyun Woo,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0006069661032776169,13.0,0.0,1.777779134494975e-52,142
A5110294523,A5110294523,Zhilun Zhou,Tsinghua University,I99065089,education,education,Other,Tsinghua University,education,Other,Tsinghua University,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,1.1308249067869624e-70,596
A5110318753,A5110318753,Chaofan He,Institute of Zoology,I4210167311,facility,research_institute,Other,Institute of Zoology,research_institute,Other,Chinese Academy of Sciences;Institute of Zoology,Other,True,True,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2850
A5110359464,A5110359464,Da Gang Yin,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2851
A5110360983,A5110360983,Sanjiv Kumar,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,Google (United States),company,Google / Google DeepMind / DeepMind,Google (United States),Google / Google DeepMind / DeepMind,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,202
A5110367133,A5110367133,Shan Guo,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,2327
A5110368303,A5110368303,YU Bo-tao,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,114
A5110368880,A5110368880,Bolin Zhang,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00018675880100849752,4.0,0.0,2.1915198052351544e-13,32
A5110369403,A5110369403,Yuxi Wei,Shanghai Jiao Tong University,I183067930,education,education,Other,Shanghai Jiao Tong University,education,Other,Shanghai Jiao Tong University,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,2.430858959051518e-65,150
A5110370692,A5110370692,Hongcheng Gao,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,886
A5110372162,A5110372162,Yongji Wang,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2852
A5110373033,A5110373033,Zhenjiang Jin,Shanghai Artificial Intelligence Laboratory,I4391012619,facility,research_institute,Other,Shanghai Artificial Intelligence Laboratory,research_institute,Other,Shanghai Artificial Intelligence Laboratory,Other,False,False,3,2024,0.001727518909328602,60.0,8.359646500713732e-07,4.032944461574531e-11,93
A5110385376,A5110385376,Krishnamurthy Viswanathan,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,Google (United States),company,Google / Google DeepMind / DeepMind,Google (United States),Google / Google DeepMind / DeepMind,False,False,1,2024,0.00032682790176487064,7.0,0.0,9.412139869361142e-71,744
A5110423749,A5110423749,Zhitao Gong,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2853
A5110424777,A5110424777,Bri-Mathias Hodge,National Laboratory of the Rockies,I1297288678,facility,research_institute,Other,National Laboratory of the Rockies,research_institute,Other,National Laboratory of the Rockies;University of Colorado Boulder,Other,True,True,1,2024,0.0012139322065552339,26.0,0.0,7.094116004726215e-23,37
A5110428825,A5110428825,Daniel Rückert,Technical University of Munich,I62916508,education,education,Other,Technical University of Munich,education,Other,Technical University of Munich,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,2.1453891577597316e-24,37
A5110431396,A5110431396,Yuexia Zhou,Foshan University,I14894300,education,education,Other,Foshan University,education,Other,Foshan University;South China University of Technology,Other,True,False,1,2024,0.00028013820151274625,6.0,0.0,1.371410994400207e-39,16
A5110461503,A5110461503,Bingzhang Wang,University of Washington,I201448701,education,education,Other,University of Washington,education,Other,University of Washington,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,1.3931684259671356e-66,234
A5110482875,A5110482875,Matthieu Geist,,,,unknown,Other,,unknown,Other,,,False,False,2,2024,0.0007470352040339901,16.0,5.229734754934315e-05,2.458701674366775e-07,12
A5110507793,A5110507793,H.D.W. van der Lei,Beijing University of Posts and Telecommunications,I139759216,education,education,Other,Beijing University of Posts and Telecommunications,education,Other,Beijing University of Posts and Telecommunications,Other,False,False,1,2024,0.0005135867027733682,11.0,0.0,3.1151958867820738e-37,16
A5110510755,A5110510755,Xiaonan He,Capital Medical University,I183519381,education,education,Other,Capital Medical University,education,Other,Beijing Anzhen Hospital;Capital Medical University,Other,True,True,1,2024,0.0004668970025212438,10.0,0.0,7.916410848157568e-15,28
A5110514509,A5110514509,Xusheng Du,Japan Advanced Institute of Science and Technology,I177738480,education,education,Other,Japan Advanced Institute of Science and Technology,education,Other,Japan Advanced Institute of Science and Technology,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,1.822205386886313e-85,2627
A5110545442,A5110545442,Liang Qian,Shandong Jiaotong University,I4210099312,education,education,Other,Shandong Jiaotong University,education,Other,Shandong Jiaotong University;Shanghai Jiao Tong University;Shanghai Open University,Other,True,False,1,2024,0.00028013820151274625,6.0,0.0,2.0372000372092235e-75,54
A5110562955,A5110562955,Tong Zhou,Rice University,I74775410,education,education,Other,Rice University,education,Other,Rice University,Other,False,False,1,2024,0.0004668970025212438,10.0,0.0,2.426767614283632e-13,353
A5110579339,A5110579339,Zhaopeng Tu,Tencent (China),I2250653659,company,company,Other,Tencent (China),company,Other,Tencent (China),Other,False,False,4,2024,0.0011672425063031094,31.0,0.000299610401224242,1.4180505672855593e-10,213
A5110580984,A5110580984,Yongwei Zhao,Institute of Computing Technology,I4210090176,facility,research_institute,Other,Institute of Computing Technology,research_institute,Other,Institute of Computing Technology,Other,False,False,2,2024,0.0012606219068073583,29.0,1.2970572308864868e-06,1.0805079131628277e-45,612
A5110597620,A5110597620,Shinya Iizuka,Nagoya University,I60134161,education,education,Other,Nagoya University,education,Other,Nagoya University,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,425
A5110604175,A5110604175,Dominik Lorenz,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0007470352040339901,16.0,0.0,4.6660163073197247e-48,982
A5110624372,A5110624372,Iason Apostolakis,Philips (United States),I4210131230,company,company,Other,Philips (United States),company,Other,Philips (United States),Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,850
A5110627453,A5110627453,Anku Rani,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00028013820151274625,6.0,0.0,8.986840015279032e-60,983
A5110633837,A5110633837,Abdullatif Köksal,,,,unknown,Other,,unknown,Other,,,False,False,2,2024,0.00032682790176487064,8.0,8.996388953428672e-06,3.5085382856435077e-06,22
A5110635444,A5110635444,Wenhan Xiong,Meta AI,RAW_META,company,company,Meta,Meta AI,company,Meta,Meta AI,Meta,False,False,2,2024,0.001354001307311607,29.0,0.001382922419571172,3.774381535954606e-09,143
A5110635485,A5110635485,Christina Wendl,University Hospital Regensburg,I3129555431,healthcare,healthcare,Other,University Hospital Regensburg,healthcare,Other,University Hospital Regensburg,Other,False,False,1,2024,0.0006069661032776169,13.0,0.0,4.8102025873088156e-54,328
A5110647238,A5110647238,Tiancai Wang,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00028013820151274625,6.0,0.0,3.417957042575001e-08,280
A5110652380,A5110652380,Javier González,Microsoft (United States),I1290206253,company,company,Microsoft,Microsoft (United States),company,Microsoft,Microsoft (United States),Microsoft,False,False,1,2024,0.0012606219068073583,27.0,0.0,8.545424549105551e-06,0
A5110673135,A5110673135,Ksenia А. Potashova,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,4.668970025212438e-05,1.0,0.0,4.78853346172546e-114,2301
A5110673725,A5110673725,Linjie Li,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00028013820151274625,6.0,0.0,8.579599306946815e-07,0
A5110689697,A5110689697,Fang Wu,Stanford University,I97018004,education,education,Other,Stanford University,education,Other,Stanford University,Other,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.233369451612147e-15,213
A5110691380,A5110691380,Arthur Mensch,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0011672425063031094,25.0,0.0,2.371383440877832e-12,143
A5110698653,A5110698653,Huapeng Zhou,University of Washington,I201448701,education,education,Other,University of Washington,education,Other,University of Washington,Other,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.0372000372092235e-75,1451
A5110713758,A5110713758,Yiwen Luo,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,Google (United States),company,Google / Google DeepMind / DeepMind,Google (United States),Google / Google DeepMind / DeepMind,False,False,1,2024,0.0007937249042861144,17.0,0.0,2.999421860304033e-10,240
A5110725650,A5110725650,Christophe Geiger,Libera Università Internazionale degli Studi Sociali Guido Carli,I56441308,education,education,Other,Libera Università Internazionale degli Studi Sociali Guido Carli,education,Other,Libera Università Internazionale degli Studi Sociali Guido Carli,Other,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2854
A5110726530,A5110726530,Jun-Yan Zhu,Carnegie Mellon University,I74973139,education,education,Other,Carnegie Mellon University,education,Other,Carnegie Mellon University,Other,False,False,1,2024,0.00037351760201699503,8.0,0.0,3.773385684336105e-22,101
A5110727285,A5110727285,S. Zou,Mohamed bin Zayed University of Artificial Intelligence,I4210113480,education,education,Other,Mohamed bin Zayed University of Artificial Intelligence,education,Other,Mohamed bin Zayed University of Artificial Intelligence,Other,False,False,1,2024,0.0004202073022691194,9.0,0.0,4.454734054232647e-48,813
A5110732122,A5110732122,Kuan Heng Lin,"University of California, Los Angeles",I161318765,education,education,Other,"University of California, Los Angeles",education,Other,"University of California, Los Angeles",Other,False,False,2,2024,0.00032682790176487064,10.0,0.0,2.2421723748551605e-66,1447
A5110732541,A5110732541,Surabhi S Nath,,,,unknown,Other,,unknown,Other,,,False,False,2,2024,0.002007657110841348,79.0,0.0,0.1596111775203207,71
A5110733154,A5110733154,Ankur Kumar,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0014006910075637315,30.0,0.0,8.38655645140058e-22,37
A5110738653,A5110738653,Zhizhou Sha,Tsinghua University,I99065089,education,education,Other,Tsinghua University,education,Other,Tsinghua University,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,3.1019274757971187e-13,213
A5110756611,A5110756611,Zhang,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,433
A5110758704,A5110758704,Lesong Wei,King Abdullah University of Science and Technology,I71920554,education,education,Other,King Abdullah University of Science and Technology,education,Other,King Abdullah University of Science and Technology,Other,False,False,1,2024,0.0004202073022691194,9.0,0.0,7.796107577324893e-15,28
A5110771953,A5110771953,Yibing Lü,Xidian University,I149594827,education,education,Other,Xidian University,education,Other,Xidian University,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,2.872113250014141e-19,375
A5110772084,A5110772084,Cheng Han,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00028013820151274625,6.0,0.0,5.423673532756993e-12,72
A5110776250,A5110776250,Huajie Sun,Foshan University,I14894300,education,education,Other,Foshan University,education,Other,Foshan University,Other,False,False,1,2024,0.00028013820151274625,6.0,0.0,1.371410994400207e-39,16
A5110777810,A5110777810,Bowen Yu,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2855
A5110778515,A5110778515,Jia Qu,Zhejiang Lab,I4210123185,facility,research_institute,Other,Zhejiang Lab,research_institute,Other,Affiliated Eye Hospital of Wenzhou Medical College;Wenzhou Medical University;Zhejiang Lab,Other,True,True,1,2024,0.0016341395088243533,35.0,0.0,6.468315234237666e-18,116
A5110798582,A5110798582,Tianle Shen,Shanghai Jiao Tong University,I183067930,education,education,Other,Shanghai Jiao Tong University,education,Other,Shanghai Jiao Tong University,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,2685
A5110806776,A5110806776,Alexander Golubev,Lomonosov Moscow State University,I19880235,education,education,Other,Lomonosov Moscow State University,education,Other,Lomonosov Moscow State University,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,370
A5110815480,A5110815480,Xiaoxia Qu,Capital Medical University,I183519381,education,education,Other,Capital Medical University,education,Other,Capital Medical University,Other,False,False,1,2024,0.0016341395088243533,35.0,0.0,1.3083723225665454e-17,116
A5110816004,A5110816004,Yuexiang Zhai,Berkeley College,I134446601,education,education,Other,Berkeley College,education,Other,"Berkeley College;University of California, Berkeley",Other,True,False,1,2024,0.0002334485012606219,5.0,0.0,5.651783467918413e-53,142
A5110833640,A5110833640,Geng Xue,Institute for Infocomm Research,I3005327000,facility,research_institute,Other,Institute for Infocomm Research,research_institute,Other,"Agency for Science, Technology and Research;Institute for Infocomm Research",Other,True,True,1,2024,0.0006069661032776169,13.0,0.0,4.0874501162897834e-15,246
A5110834861,A5110834861,Xin Qin,Institute of Computing Technology,I4210090176,facility,research_institute,Other,Institute of Computing Technology,research_institute,Other,Chinese Academy of Sciences;Institute of Computing Technology;University of Chinese Academy of Sciences,Other,True,True,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2856
A5110838594,A5110838594,Chamara Madarasingha,UNSW Sydney,I31746571,education,education,Other,UNSW Sydney,education,Other,UNSW Sydney,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,1544
A5110842613,A5110842613,Gaochang Xie,Beijing University of Posts and Telecommunications,I139759216,education,education,Other,Beijing University of Posts and Telecommunications,education,Other,Beijing University of Posts and Telecommunications,Other,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.4484876274303684e-10,108
A5110849478,A5110849478,Keming Lu,Sacred Heart Hospital,I4210108516,healthcare,healthcare,Other,Sacred Heart Hospital,healthcare,Other,Alibaba Group (United States);Sacred Heart Hospital,Other,True,True,3,2024,0.00224110561210197,49.0,0.0005628407029313653,3.2354515465707047e-13,103
A5110850746,A5110850746,Thomas Yu Chow Tam,University of Pittsburgh,I170201317,education,education,Other,University of Pittsburgh,education,Other,University of Pittsburgh,Other,False,False,1,2024,0.0006536558035297413,14.0,0.0,7.725680946348978e-09,91
A5110850868,A5110850868,Yang Zhang,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00037351760201699503,8.0,0.0,4.0516149472253966e-16,134
A5110851569,A5110851569,Zejun Ma,,,,unknown,Other,,unknown,Other,,,False,False,3,2024,0.0007470352040339901,17.0,0.0012147459790144304,1.6420735282216956e-11,173
A5110918984,A5110918984,Yaqiao Luo,,,,unknown,Other,,unknown,Other,,,False,False,2,2024,0.00037351760201699503,8.0,0.0,4.668312534843656e-13,259
A5110919344,A5110919344,Setu Sinha,Indira Gandhi Institute of Medical Sciences,I238035932,education,education,Other,Indira Gandhi Institute of Medical Sciences,education,Other,Indira Gandhi Institute of Medical Sciences,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,9.189082379977863e-60,983
A5110928079,A5110928079,Matteo Pagliardini,École Polytechnique Fédérale de Lausanne,I5124864,education,education,Other,École Polytechnique Fédérale de Lausanne,education,Other,École Polytechnique Fédérale de Lausanne,Other,False,False,1,2024,0.0018208983098328508,39.0,0.0,1.1534926463344007e-21,774
A5110928734,A5110928734,Jingren Zhou,Alibaba Group (United States),I4210095624,company,company,Other,Alibaba Group (United States),company,Other,Alibaba Group (United States),Other,False,False,1,2024,0.0004202073022691194,9.0,0.0,1.1076635608628848e-14,103
A5110942560,A5110942560,Mingze Yuan,Peking University,I20231570,education,education,Other,Peking University,education,Other,Peking University,Other,False,False,1,2024,0.0005135867027733682,11.0,0.0,3.1693486009754775e-10,72
A5110944281,A5110944281,Zheng Yong,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0007470352040339901,16.0,0.0,3.87598652940352e-05,8
