source,target,source_name,target_name,source_category,target_category,source_firm,target_firm,weight
I131787340,I157773358,Seagate (United States),Sun Yat-sen University,company,education,Other,Other,1.0
I131787340,I172675005,Seagate (United States),Nanyang Technological University,company,education,Other,Other,1.0
I131787340,I4210116924,Seagate (United States),"Chinese University of Hong Kong, Shenzhen",company,education,Other,Other,1.0
I131827901,I39063666,STMicroelectronics (Switzerland),University of Catania,company,education,Other,Other,1.0
I1319473763,I167360494,Volkswagen Group (Germany),University of Wuppertal,company,education,Other,Other,1.0
I1319473763,I4210123225,Volkswagen Group (Germany),Ruhr West University of Applied Sciences,company,education,Other,Other,1.0
I1319473763,I94509681,Volkswagen Group (Germany),Technische Universität Braunschweig,company,education,Other,Other,1.0
I132053463,I199117387,Université Libre de Bruxelles,Promega (United States),education,company,Other,Other,1.0
I132053463,I4210164523,Université Libre de Bruxelles,Foghorn Therapeutics (United States),education,company,Other,Other,1.0
I132053463,I4210091812,Université Libre de Bruxelles,Bristol-Myers Squibb (United States),education,company,Other,Other,1.0
I132153292,I4210162141,Indian Institute of Technology Patna,Microsoft (India),education,company,Other,Microsoft,1.0
I1322124587,I161318765,Booz Allen Hamilton (United States),"University of California, Los Angeles",company,education,Other,Other,1.0
I1322124587,I165932596,Booz Allen Hamilton (United States),National University of Singapore,company,education,Other,Other,1.0
I1322124587,I18014758,Booz Allen Hamilton (United States),Simon Fraser University,company,education,Other,Other,1.0
I1322124587,I205274468,Booz Allen Hamilton (United States),Trinity College Dublin,company,education,Other,Other,1.0
I1322124587,I277688954,Booz Allen Hamilton (United States),Université Paris-Saclay,company,education,Other,Other,1.0
I1322124587,I32971472,Booz Allen Hamilton (United States),Yale University,company,education,Other,Other,1.0
I1322124587,I4403386650,Booz Allen Hamilton (United States),Centre de Robotique,company,education,Other,Other,1.0
I1322124587,I887064364,Booz Allen Hamilton (United States),University of Amsterdam,company,education,Other,Other,1.0
I1322124587,I98677209,Booz Allen Hamilton (United States),University of Edinburgh,company,education,Other,Other,1.0
I1322124587,I99065089,Booz Allen Hamilton (United States),Tsinghua University,company,education,Other,Other,1.0
I1322300227,I167360494,Audi (Germany),University of Wuppertal,company,education,Other,Other,1.0
I1322300227,I4210123225,Audi (Germany),Ruhr West University of Applied Sciences,company,education,Other,Other,1.0
I1322300227,I94509681,Audi (Germany),Technische Universität Braunschweig,company,education,Other,Other,1.0
I1322300227,I4210106192,Audi (Germany),Technische Hochschule Ingolstadt,company,education,Other,Other,1.0
I1323252656,I4210159412,Information Technology University,Intelligent Machines (Sweden),education,company,Other,Other,1.0
I13236232,I4210127199,TOBB University of Economics and Technology,Türksat (Turkey),education,company,Other,Other,1.0
I13236232,I56303344,TOBB University of Economics and Technology,Aselsan (Turkey),education,company,Other,Other,1.0
I1324540951,I8692664,RealNetworks (United States),University of Oklahoma,company,education,Other,Other,1.0
I1324540951,I929597975,RealNetworks (United States),National University of Sciences and Technology,company,education,Other,Other,1.0
I1325886976,I40120149,Siemens (Germany),University of Oxford,company,education,Other,Other,2.0
I1325886976,I4403386549,Siemens (Germany),Munich Center for Machine Learning,company,education,Other,Other,1.0
I1325886976,I8204097,Siemens (Germany),Ludwig-Maximilians-Universität München,company,education,Other,Other,2.0
I1325886976,I62916508,Siemens (Germany),Technical University of Munich,company,education,Other,Other,1.0
I1328775524,I4210103986,Zhejiang Sci-Tech University,Jingdong (China),education,company,Other,Other,1.0
I1328775524,I4210110242,Zhejiang Sci-Tech University,Digital Science (United States),education,company,Other,Other,1.0
I1330063522,I150468666,Johnson & Johnson (United States),Emory University,company,education,Other,Other,1.0
I1330063522,I204465549,Johnson & Johnson (United States),Washington University in St. Louis,company,education,Other,Other,1.0
I1330693074,I135310074,Walmart (United States),University of Wisconsin–Madison,company,education,Other,Other,2.0
I1330693074,I158842170,Walmart (United States),Chongqing University,company,education,Other,Other,1.0
I1330693074,I200769079,Walmart (United States),Hong Kong University of Science and Technology,company,education,Other,Other,1.0
I1330693074,I145311948,Walmart (United States),Johns Hopkins University,company,education,Other,Other,1.0
I1330693074,I157725225,Walmart (United States),University of Illinois Urbana-Champaign,company,education,Other,Other,1.0
I1330693074,I161318765,Walmart (United States),"University of California, Los Angeles",company,education,Other,Other,1.0
I1330693074,I16269868,Walmart (United States),Santa Clara University,company,education,Other,Other,1.0
I1330693074,I27837315,Walmart (United States),University of Michigan,company,education,Other,Other,1.0
I1330693074,I74775410,Walmart (United States),Rice University,company,education,Other,Other,1.0
I1330693074,I74973139,Walmart (United States),Carnegie Mellon University,company,education,Other,Other,1.0
I1330693074,I80626142,Walmart (United States),Henan Medical University,company,education,Other,Other,1.0
I1332474105,I74656192,Mercedes-Benz (Germany),University of Göttingen,company,education,Other,Other,2.0
I1332474105,I196349391,Mercedes-Benz (Germany),Universität Ulm,company,education,Other,Other,1.0
I133529467,I4210113490,Sharif University of Technology,Infotec (United Kingdom),education,company,Other,Other,1.0
I133529467,I4210132672,Sharif University of Technology,Personal Space Technologies (Netherlands),education,company,Other,Other,1.0
I133529467,I4210164937,Sharif University of Technology,Microsoft Research (United Kingdom),education,company,Other,Microsoft,1.0
I133731052,I4210128994,University of Helsinki,In-Situ (United States),education,company,Other,Other,1.0
I133731052,I4210153468,University of Helsinki,Microsoft (Canada),education,company,Other,Microsoft,1.0
I133731052,I4210091812,University of Helsinki,Bristol-Myers Squibb (United States),education,company,Other,Other,1.0
I133837150,I4210104568,University of Huddersfield,Manufacturing Technology Centre (United Kingdom),education,company,Other,Other,1.0
I133837150,I4210127762,University of Huddersfield,Coventry (United Kingdom),education,company,Other,Other,1.0
I1338503839,I195740183,Corning (United States),University of Moratuwa,company,education,Other,Other,1.0
I1338503839,I70983195,Corning (United States),Syracuse University,company,education,Other,Other,1.0
I133868755,I4210128910,Shanghai Medical College of Fudan University,Group Sense (China),education,company,Other,Other,1.0
I133868755,I2250653659,Shanghai Medical College of Fudan University,Tencent (China),education,company,Other,Other,1.0
I1339471597,I4210146357,Humanitas University,Oxford BioMedica (United Kingdom),education,company,Other,Other,1.0
I1339471597,I4210163099,Humanitas University,Igenbio (United States),education,company,Other,Other,1.0
I1339471597,RAW_XAI,Humanitas University,xAI,education,company,Other,xAI,1.0
I1339471597,I4210113058,Humanitas University,Roche (United Kingdom),education,company,Other,Other,1.0
I1340210623,I169381384,Volvo (Sweden),University of Groningen,company,education,Other,Other,1.0
I1340210623,I46597724,Volvo (Sweden),Poznań University of Technology,company,education,Other,Other,1.0
I1340210623,I66862912,Volvo (Sweden),Chalmers University of Technology,company,education,Other,Other,1.0
I1340210623,I881427289,Volvo (Sweden),University of Gothenburg,company,education,Other,Other,1.0
I1340755506,I185261750,3M (United States),University of Toronto,company,education,Other,Other,1.0
I134085113,I134140186,King Fahd University of Petroleum and Minerals,NIIT (India),education,company,Other,Other,1.0
I134140186,I142740786,NIIT (India),University of Louisville,company,education,Other,Other,1.0
I134140186,I147554453,NIIT (India),University of Bedfordshire,company,education,Other,Other,1.0
I134140186,I150870154,NIIT (India),Indian Institute of Management Ahmedabad,company,education,Other,Other,1.0
I134140186,I168719708,NIIT (India),City University of Hong Kong,company,education,Other,Other,1.0
I134140186,I169199633,NIIT (India),Aston University,company,education,Other,Other,1.0
I134140186,I169335092,NIIT (India),University of North Carolina at Greensboro,company,education,Other,Other,1.0
I134140186,I171543936,NIIT (India),Free University of Bozen-Bolzano,company,education,Other,Other,1.0
I134140186,I181369854,NIIT (India),Friedrich-Alexander-Universität Erlangen-Nürnberg,company,education,Other,Other,1.0
I134140186,I181418319,NIIT (India),SKEMA Business School,company,education,Other,Other,1.0
I134140186,I181565077,NIIT (India),Georgia State University,company,education,Other,Other,1.0
I134140186,I181647926,NIIT (India),University of Strathclyde,company,education,Other,Other,1.0
I134140186,I185163786,NIIT (India),King Abdulaziz University,company,education,Other,Other,1.0
