author_id,author_name,from_year,to_year,from_primary_affiliation,to_primary_affiliation,from_category,to_category,from_target_firm,to_target_firm,changed_affiliation,changed_category,changed_target_firm
A5100457935,Weijia Zhang,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5100458008,Jianan Wang,2022,2023,Fudan University,,education,unknown,Other,Other,True,True,False
A5100458087,Yue Zhao,2022,2023,,Meta AI,unknown,company,Other,Meta,True,True,True
A5100458087,Yue Zhao,2023,2024,Meta AI,,company,unknown,Meta,Other,True,True,True
A5100458577,Guangyu Wang,2024,2025,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,education,education,Other,Other,False,False,False
A5100458628,Jingyi Zhang,2023,2025,,Sun Yat-sen University,unknown,education,Other,Other,True,True,False
A5100458657,Xiaoxiao Li,2022,2023,University of British Columbia,University of British Columbia,education,education,Other,Other,False,False,False
A5100458657,Xiaoxiao Li,2023,2025,University of British Columbia,University of British Columbia,education,education,Other,Other,False,False,False
A5100458873,Hao Liu,2023,2024,,Ningxia University,unknown,education,Other,Other,True,True,False
A5100458897,Hao Liu,2024,2025,,Hong Kong University of Science and Technology,unknown,education,Other,Other,True,True,False
A5100459168,Zheng Zhang,2022,2023,Microsoft Research Asia (China),,company,unknown,Microsoft,Other,True,True,True
A5100459168,Zheng Zhang,2023,2025,,Harbin Institute of Technology,unknown,education,Other,Other,True,True,False
A5100460272,Chao Zhang,2022,2023,Georgia Institute of Technology,,education,unknown,Other,Other,True,True,False
A5100460272,Chao Zhang,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5100460283,Chao Zhang,2024,2025,Cornell University,Cornell University,education,education,Other,Other,False,False,False
A5100460385,Jiwen Lu,2022,2023,Tsinghua University,Tsinghua University,education,education,Other,Other,False,False,False
A5100460560,Jing Ma,2022,2023,,Hong Kong Baptist University,unknown,education,Other,Other,True,True,False
A5100461097,Hongbo Zhang,2023,2025,,Harbin Institute of Technology,unknown,education,Other,Other,True,True,False
A5100461989,Wenqi Li,2024,2025,,NVIDIA,unknown,company,Other,NVIDIA,True,True,True
A5100462079,Yang Xu,2023,2025,,National University of Defense Technology,unknown,education,Other,Other,True,True,False
A5100462353,Zhe Liu,2022,2024,,Institute of Software,unknown,research_institute,Other,Other,True,True,False
A5100462824,Jiawei Zhang,2023,2025,,"University of California, Davis",unknown,education,Other,Other,True,True,False
A5100463021,Xiaoyang Chen,2024,2025,Tsinghua University,Tsinghua University,education,education,Other,Other,False,False,False
A5100463044,Su Wang,2023,2025,Google (United States),,company,unknown,Google / Google DeepMind / DeepMind,Other,True,True,True
A5100463046,Su Wang,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5100463046,Su Wang,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5100518720,Yanbo Xu,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5100518773,Yuyang Dong,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5100520355,Quan Sun,2023,2024,,Beijing Academy of Artificial Intelligence,unknown,unknown,Other,Other,True,False,False
A5100524347,Jiangtao Feng,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5100527540,Wenda Xu,2022,2023,,"University of California, Santa Barbara",unknown,education,Other,Other,True,True,False
A5100537852,Xiaoyan Sun,2022,2023,,University of Science and Technology of China,unknown,education,Other,Other,True,True,False
A5100537890,Hongkun Yu,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5100539655,Yue Deng,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5100544782,Weitao Du,2022,2024,,Academy of Mathematics and Systems Science,unknown,research_institute,Other,Other,True,True,False
A5100544844,Weixiong Lin,2023,2024,,Shanghai Artificial Intelligence Laboratory,unknown,research_institute,Other,Other,True,True,False
A5100548260,Xianchao Wu,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5100551577,Zhiling Yan,2023,2024,Lehigh University,Lehigh University,education,education,Other,Other,False,False,False
A5100554498,Daquan Zhou,2022,2023,,National University of Singapore,unknown,education,Other,Other,True,True,False
A5100554498,Daquan Zhou,2023,2024,National University of Singapore,,education,unknown,Other,Other,True,True,False
A5100557186,Jing Gong,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5100562151,Zhihui He,2024,2025,,Tsinghua University,unknown,education,Other,Other,True,True,False
A5100566675,Ruifeng Yuan,2023,2025,Hong Kong Polytechnic University,,education,unknown,Other,Other,True,True,False
A5100567569,Xiaojuan Fan,2023,2024,,First Affiliated Hospital of Xi'an Jiaotong University,unknown,healthcare,Other,Other,True,True,False
A5100567599,Pan Lu,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5100567689,Hang Yan,2023,2024,Shanghai Artificial Intelligence Laboratory,,research_institute,unknown,Other,Other,True,True,False
A5100568107,Jiayi Zhou,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5100569639,Junfeng Luo,2024,2025,Meizu (China),,company,unknown,Other,Other,True,True,False
A5100569705,Junhao Zhu,2023,2024,,Huawei Technologies (China),unknown,company,Other,Other,True,True,False
A5100570136,Xiaoyan Luo,2023,2024,Beihang University,Hunan University,education,education,Other,Other,True,False,False
A5100572538,Sirui Zhao,2023,2024,,University of Science and Technology of China,unknown,education,Other,Other,True,True,False
A5100572538,Sirui Zhao,2024,2025,University of Science and Technology of China,,education,unknown,Other,Other,True,True,False
A5100574387,Hongshen Xu,2024,2025,,Shanghai Jiao Tong University,unknown,education,Other,Other,True,True,False
A5100575091,Zhiyuan Zhao,2023,2024,,Microsoft Research Asia (China),unknown,company,Other,Microsoft,True,True,True
A5100575091,Zhiyuan Zhao,2024,2025,Microsoft Research Asia (China),Shanghai Artificial Intelligence Laboratory,company,research_institute,Microsoft,Other,True,True,True
A5100575188,Yunyang Xiong,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5100575316,Zhiqiu Lin,2023,2024,Carnegie Mellon University,Carnegie Mellon University,education,education,Other,Other,False,False,False
A5100577419,Yanbin Lu,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5100581470,Fagui Mao,2023,2025,,,unknown,unknown,Other,Other,False,False,False
A5100584833,Qingfu Zhu,2024,2025,Harbin Institute of Technology,Harbin Institute of Technology,education,education,Other,Other,False,False,False
A5100584999,Junfeng Guo,2024,2025,"University of Maryland, College Park","University of Maryland, College Park",education,education,Other,Other,False,False,False
A5100589193,Can Xu,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5100594590,Dawei Yin,2023,2025,Baidu (China),,company,unknown,Other,Other,True,True,False
A5100599428,Linli Yao,2023,2024,Renmin University of China,Peking University,education,education,Other,Other,True,False,False
A5100599890,Di Wu,2023,2024,"University of California, Los Angeles",Institute of Computing Technology,education,research_institute,Other,Other,True,True,False
A5100600528,Jie Wu,2022,2025,Temple University,,education,unknown,Other,Other,True,True,False
A5100600701,Tong Xiao,2024,2025,Northeastern University,Northeastern University,education,education,Other,Other,False,False,False
A5100600807,Shuchang Liu,2022,2023,"Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey",education,education,Other,Other,False,False,False
A5100600807,Shuchang Liu,2023,2025,"Rutgers, The State University of New Jersey",Kuaishou (China),education,company,Other,Other,True,True,False
A5100602079,Shujun Wang,2022,2025,Chinese University of Hong Kong,Hong Kong Polytechnic University,education,education,Other,Other,True,False,False
A5100602191,Zhiming Cui,2024,2025,ShanghaiTech University,ShanghaiTech University,education,education,Other,Other,False,False,False
A5100602395,Yizhou Wang,2023,2025,,Chinese University of Hong Kong,unknown,education,Other,Other,True,True,False
A5100602821,Fu Xiao,2024,2025,Nanjing University of Posts and Telecommunications,Nanjing University of Posts and Telecommunications,education,education,Other,Other,False,False,False
A5100603057,Jialu Wang,2022,2023,,"University of California, Santa Cruz",unknown,education,Other,Other,True,True,False
A5100603979,Kai Zheng,2023,2024,,University of Electronic Science and Technology of China,unknown,education,Other,Other,True,True,False
A5100604494,Tong He,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5100604906,Xiaobin Wang,2023,2024,,Alibaba Group (Cayman Islands),unknown,company,Other,Other,True,True,False
A5100605424,Zhenxing Zhang,2022,2023,University of Groningen,University of Groningen,education,education,Other,Other,False,False,False
A5100605555,Rui Xia,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5100606147,Yansheng Li,2023,2025,,Wuhan University,unknown,education,Other,Other,True,True,False
A5100606551,Jie Fu,2023,2024,Hong Kong University of Science and Technology,,education,unknown,Other,Other,True,True,False
A5100606824,Ming Ding,2022,2023,,Tsinghua University,unknown,education,Other,Other,True,True,False
A5100606824,Ming Ding,2023,2024,Tsinghua University,Zhipu AI (China),education,company,Other,Other,True,True,False
A5100606826,Ming Ding,2022,2023,Tsinghua University,,education,unknown,Other,Other,True,True,False
A5100606826,Ming Ding,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5100606995,Jun Zhu,2022,2025,,PRG S&Tech (South Korea),unknown,company,Other,Other,True,True,False
A5100607163,Zekun Li,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5100608029,Kaixuan Huang,2023,2024,,Princeton University,unknown,education,Other,Other,True,True,False
A5100608029,Kaixuan Huang,2024,2025,Princeton University,Princeton University,education,education,Other,Other,False,False,False
A5100608388,Xingkai Yu,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5100608759,Junnan Li,2022,2023,,Salesforce (United States),unknown,company,Other,Other,True,True,False
A5100608943,Fei Shen,2023,2025,,Tencent (China),unknown,company,Other,Other,True,True,False
A5100609434,Dongjun Kim,2022,2024,,Stanford University,unknown,education,Other,Other,True,True,False
A5100609686,Qianwen Wang,2023,2024,Harvard University,Harvard University,education,education,Other,Other,False,False,False
A5100609746,Dong-Ho Lee,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5100610474,Baolin Liu,2023,2025,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,education,education,Other,Other,False,False,False
A5100611326,Qin Liu,2023,2024,,"University of California, Davis",unknown,education,Other,Other,True,True,False
A5100611457,Jaesik Park,2023,2024,Pohang University of Science and Technology,Seoul National University,education,education,Other,Other,True,False,False
A5100611571,Qiao Jin,2023,2024,National Institutes of Health,National Center for Biotechnology Information,government,research_institute,Other,Other,True,True,False
A5100611571,Qiao Jin,2024,2025,National Center for Biotechnology Information,United States National Library of Medicine,research_institute,research_institute,Other,Other,True,False,False
A5100611801,Xiao Han,2023,2024,,Tencent (China),unknown,company,Other,Other,True,True,False
A5100611987,Yujun Cai,2023,2024,,Nanyang Technological University,unknown,education,Other,Other,True,True,False
A5100612025,Liang Pan,2022,2023,,Nanyang Technological University,unknown,education,Other,Other,True,True,False
A5100612025,Liang Pan,2023,2024,Nanyang Technological University,Nanyang Technological University,education,education,Other,Other,False,False,False
A5100612025,Liang Pan,2024,2025,Nanyang Technological University,Nanyang Technological University,education,education,Other,Other,False,False,False
A5100612161,Deqing Wang,2024,2025,,Beihang University,unknown,education,Other,Other,True,True,False
A5100612233,Junyang Lin,2023,2024,,Sacred Heart Hospital,unknown,healthcare,Other,Other,True,True,False
A5100612233,Junyang Lin,2024,2025,Sacred Heart Hospital,,healthcare,unknown,Other,Other,True,True,False
A5100612833,Michael Zhang,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5100612833,Michael Zhang,2023,2025,,"University of California, Davis",unknown,education,Other,Other,True,True,False
A5100613561,Chang Zhou,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5100613919,Weijia Li,2023,2024,,Shanghai Artificial Intelligence Laboratory,unknown,research_institute,Other,Other,True,True,False
A5100614241,Jichen Yang,2023,2025,Duke University,Duke University,education,education,Other,Other,False,False,False
A5100614732,Yuyu Luo,2024,2025,Hong Kong University of Science and Technology,,education,unknown,Other,Other,True,True,False
A5100615754,Siyang Li,2023,2024,,Hong Kong University of Science and Technology,unknown,education,Other,Other,True,True,False
A5100616280,Sheng Yang,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5100616471,Haojie Li,2023,2025,Dalian University of Technology,Shandong University of Science and Technology,education,education,Other,Other,True,False,False
A5100616656,Ruifeng Xu,2023,2024,Peng Cheng Laboratory,,research_institute,unknown,Other,Other,True,True,False
A5100616808,Ömer Aydın,2023,2025,Manisa Celal Bayar University,Manisa Celal Bayar University,education,education,Other,Other,False,False,False
A5100618135,Tianqi Liu,2023,2024,,Chongqing University of Technology,unknown,education,Other,Other,True,True,False
A5100618152,Liyan Zhang,2022,2023,,Nanjing University of Aeronautics and Astronautics,unknown,education,Other,Other,True,True,False
A5100618152,Liyan Zhang,2023,2024,Nanjing University of Aeronautics and Astronautics,Nanjing University of Aeronautics and Astronautics,education,education,Other,Other,False,False,False
A5100618158,Jianhai Zhang,2023,2025,,Hangzhou Dianzi University,unknown,education,Other,Other,True,True,False
A5100618357,Yü Liu,2024,2025,Hefei University of Technology,Hefei University of Technology,education,education,Other,Other,False,False,False
A5100618900,Xin Gao,2022,2023,Beijing Institute of Big Data Research,King Abdullah University of Science and Technology,research_institute,education,Other,Other,True,True,False
A5100618900,Xin Gao,2023,2024,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,education,education,Other,Other,False,False,False
A5100618900,Xin Gao,2024,2025,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,education,education,Other,Other,False,False,False
A5100619090,Xiaofeng Yang,2023,2025,Emory University,Emory University,education,education,Other,Other,False,False,False
A5100619435,Ling Luo,2024,2025,Dalian University of Technology,Dalian University of Technology,education,education,Other,Other,False,False,False
A5100619686,Wenwei Zhang,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5100619686,Wenwei Zhang,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5100619909,Junxiang Wang,2023,2025,,,unknown,unknown,Other,Other,False,False,False
A5100620300,Xianpei Han,2023,2024,,Institute of Software,unknown,research_institute,Other,Other,True,True,False
A5100620300,Xianpei Han,2024,2025,Institute of Software,,research_institute,unknown,Other,Other,True,True,False
A5100620306,Jie Zhou,2022,2023,Tsinghua University,Tsinghua University,education,education,Other,Other,False,False,False
A5100620306,Jie Zhou,2023,2025,Tsinghua University,,education,unknown,Other,Other,True,True,False
A5100620325,Qian Hu,2022,2023,,Amazon (United States),unknown,company,Other,Amazon,True,True,True
A5100620486,Fei Huang,2023,2024,Alibaba Group (United States),Alibaba Group (Cayman Islands),company,company,Other,Other,True,False,False
A5100620486,Fei Huang,2024,2025,Alibaba Group (Cayman Islands),,company,unknown,Other,Other,True,True,False
A5100620739,Bo Ai,2023,2024,,Beijing Jiaotong University,unknown,education,Other,Other,True,True,False
A5100620739,Bo Ai,2024,2025,Beijing Jiaotong University,Beijing Jiaotong University,education,education,Other,Other,False,False,False
A5100620916,Yi Pan,2023,2024,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,education,education,Other,Other,False,False,False
A5100621605,Jiajun Wu,2022,2023,Stanford University,,education,unknown,Other,Other,True,True,False
A5100621682,Yi Gu,2023,2024,Tsinghua University,Tsinghua University,education,education,Other,Other,False,False,False
A5100622051,Yuren Cong,2023,2025,,,unknown,unknown,Other,Other,False,False,False
A5100622109,Shuo Wang,2023,2024,Purple Mountain Laboratories,Purple Mountain Laboratories,research_institute,research_institute,Other,Other,False,False,False
A5100622352,Yandong Li,2023,2024,Google (United States),Google (United States),company,company,Google / Google DeepMind / DeepMind,Google / Google DeepMind / DeepMind,False,False,False
A5100622352,Yandong Li,2024,2025,Google (United States),Google (United States),company,company,Google / Google DeepMind / DeepMind,Google / Google DeepMind / DeepMind,False,False,False
A5100622642,Xing Gao,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5100622704,Jing Ke,2024,2025,Shanghai Jiao Tong University,Shanghai Jiao Tong University,education,education,Other,Other,False,False,False
A5100622777,Jipeng Zhang,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5100622779,Jipeng Zhang,2023,2024,,Hong Kong University of Science and Technology,unknown,education,Other,Other,True,True,False
A5100623015,Rui Jiang,2024,2025,Tsinghua University,Tsinghua University,education,education,Other,Other,False,False,False
A5100623136,Jian Zhang,2024,2025,Zhejiang University,Zhejiang University,education,education,Other,Other,False,False,False
A5100623508,Ping Yu,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5100623628,Song Han,2023,2024,,Nvidia (United States),unknown,company,Other,NVIDIA,True,True,True
A5100624617,Yu Kang,2024,2025,Zhejiang University,Zhejiang University,education,education,Other,Other,False,False,False
A5100624674,Yang Yue,2024,2025,Shanghai Jiao Tong University,Peking University,education,education,Other,Other,True,False,False
A5100624916,Yuhui Zhang,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5100624916,Yuhui Zhang,2023,2024,,Zhejiang University,unknown,education,Other,Other,True,True,False
A5100625149,Guang Liu,2023,2024,,Beijing Academy of Artificial Intelligence,unknown,unknown,Other,Other,True,False,False
A5100625275,Ziheng Zhao,2023,2025,,Shanghai Artificial Intelligence Laboratory,unknown,research_institute,Other,Other,True,True,False
A5100625991,Xi Fu,2023,2025,Columbia University,Columbia University,education,education,Other,Other,False,False,False
A5100626004,Zhiyu Chen,2022,2023,,Amazon (United States),unknown,company,Other,Amazon,True,True,True
A5100628298,Yuanchun Li,2023,2024,,Tsinghua University,unknown,education,Other,Other,True,True,False
A5100628622,Ziqiang Liu,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5100629169,Lei Meng,2022,2023,Shandong University,Shandong University,education,education,Other,Other,False,False,False
A5100629169,Lei Meng,2023,2024,Shandong University,Shandong University,education,education,Other,Other,False,False,False
A5100631225,Yuxia Wang,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5100631401,Xiang Li,2023,2024,,Xi'an Jiaotong University,unknown,education,Other,Other,True,True,False
A5100631506,Sirui Wang,2022,2025,,Meizu (China),unknown,company,Other,Other,True,True,False
A5100631521,Yutong Wang,2022,2023,Institute of Automation,Hunan University,research_institute,education,Other,Other,True,True,False
A5100631521,Yutong Wang,2023,2024,Hunan University,Institute of Automation,education,research_institute,Other,Other,True,True,False
A5100632772,Fenglin Liu,2023,2025,University of Oxford,University of Oxford,education,education,Other,Other,False,False,False
A5100632859,Jianwei Yang,2022,2023,,Microsoft Research (United Kingdom),unknown,company,Other,Microsoft,True,True,True
A5100632859,Jianwei Yang,2023,2024,Microsoft Research (United Kingdom),Microsoft (United States),company,company,Microsoft,Microsoft,True,False,False
A5100632859,Jianwei Yang,2024,2025,Microsoft (United States),,company,unknown,Microsoft,Other,True,True,True
A5100633409,Yiwei Li,2023,2025,,University of Georgia,unknown,education,Other,Other,True,True,False
A5100633410,Yiwei Li,2023,2025,University of Georgia,Massachusetts General Hospital,education,healthcare,Other,Other,True,True,False
A5100633959,Shilong Wang,2023,2025,,Harbin Institute of Technology,unknown,education,Other,Other,True,True,False
A5100634361,Liehuang Zhu,2024,2025,Beijing Institute of Technology,Beijing Institute of Technology,education,education,Other,Other,False,False,False
A5100634702,Xiaoqi Li,2023,2025,,Peking University,unknown,education,Other,Other,True,True,False
A5100635369,Fengxiang He,2022,2023,Jingdong (China),University of Edinburgh,company,education,Other,Other,True,True,False
A5100635681,Xingyu Zhao,2023,2024,,University of Liverpool,unknown,education,Other,Other,True,True,False
A5100635681,Xingyu Zhao,2024,2025,University of Liverpool,University of North Carolina at Chapel Hill,education,education,Other,Other,True,False,False
A5100636021,Yang Yue,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5100636286,Qiang Yang,2023,2024,,Bidar Organization for Medicinal and Aromatic plants,unknown,nonprofit,Other,Other,True,True,False
A5100636286,Qiang Yang,2024,2025,Bidar Organization for Medicinal and Aromatic plants,Hong Kong University of Science and Technology,nonprofit,education,Other,Other,True,True,False
A5100636655,Wangmeng Zuo,2022,2023,,Harbin Institute of Technology,unknown,education,Other,Other,True,True,False
A5100636655,Wangmeng Zuo,2023,2025,Harbin Institute of Technology,Harbin Institute of Technology,education,education,Other,Other,False,False,False
A5100637126,Paul Wilson,2024,2025,Queen's University,Queen's University,education,education,Other,Other,False,False,False
A5100637624,Xu Yang,2023,2025,,Southeast University,unknown,education,Other,Other,True,True,False
A5100638027,Rui Pan,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5100638028,Rui Pan,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5100638028,Rui Pan,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5100638703,Zijie J. Wang,2022,2023,,Georgia Institute of Technology,unknown,education,Other,Other,True,True,False
A5100638703,Zijie J. Wang,2023,2024,Georgia Institute of Technology,Georgia Institute of Technology,education,education,Other,Other,False,False,False
A5100639011,Qiming Zhang,2022,2025,China Jiliang University,,education,unknown,Other,Other,True,True,False
A5100639046,Lei Zhang,2022,2025,University of Birmingham,University of Birmingham,education,education,Other,Other,False,False,False
A5100641283,Jianfei Chen,2022,2023,Tsinghua University,Tsinghua University,education,education,Other,Other,False,False,False
A5100641667,Xiang Chen,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5100642537,Ming Zhang,2023,2024,Peking University,Peking University,education,education,Other,Other,False,False,False
A5100642537,Ming Zhang,2024,2025,Peking University,Peking University,education,education,Other,Other,False,False,False
A5100643265,C. L. Philip Chen,2022,2025,South China University of Technology,South China University of Technology,education,education,Other,Other,False,False,False
A5100643295,Shilong Zhang,2023,2025,,University of Hong Kong,unknown,education,Other,Other,True,True,False
A5100643464,Ying Zhang,2022,2023,University of Florida,University of Florida,education,education,Other,Other,False,False,False
A5100643662,Taesung Park,2023,2024,Adobe Systems (United States),,company,unknown,Other,Other,True,True,False
A5100643784,Luping Zhou,2023,2024,The University of Sydney,The University of Sydney,education,education,Other,Other,False,False,False
A5100644428,Yongbin Li,2023,2024,Alibaba Group (China),Alibaba Group (United States),company,company,Other,Other,True,False,False
A5100645085,Xiuping Liu,2022,2023,Dalian University of Technology,Dalian University of Technology,education,education,Other,Other,False,False,False
A5100645299,Haochen Wang,2022,2023,,Toyota Technological Institute at Chicago,unknown,education,Other,Other,True,True,False
A5100645299,Haochen Wang,2023,2024,Toyota Technological Institute at Chicago,University of Amsterdam,education,education,Other,Other,True,False,False
A5100645703,Yanfeng Wang,2024,2025,Shanghai Artificial Intelligence Laboratory,Shanghai Jiao Tong University,research_institute,education,Other,Other,True,True,False
A5100645705,Yanfeng Wang,2023,2024,Shanghai Artificial Intelligence Laboratory,Shandong Jiaotong University,research_institute,education,Other,Other,True,True,False
A5100645705,Yanfeng Wang,2024,2025,Shandong Jiaotong University,Shanghai Artificial Intelligence Laboratory,education,research_institute,Other,Other,True,True,False
A5100645854,Xiangyu Zhao,2022,2024,Peking University,City University of Hong Kong,education,education,Other,Other,True,False,False
A5100645854,Xiangyu Zhao,2024,2025,City University of Hong Kong,City University of Hong Kong,education,education,Other,Other,False,False,False
A5100647156,Tianming Liu,2023,2024,University of Georgia,University of Georgia,education,education,Other,Other,False,False,False
A5100647156,Tianming Liu,2024,2025,University of Georgia,University of Georgia,education,education,Other,Other,False,False,False
A5100648014,Juncheng Li,2022,2023,Zhejiang University,,education,unknown,Other,Other,True,True,False
A5100648014,Juncheng Li,2023,2025,,Shanghai University,unknown,education,Other,Other,True,True,False
A5100650009,Yitong Wang,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5100650289,Yi Dong,2023,2024,,University of Liverpool,unknown,education,Other,Other,True,True,False
A5100650507,Yuhan Chen,2023,2024,,University of Michigan,unknown,education,Other,Other,True,True,False
A5100651384,Yanzhi Wang,2023,2024,,Universidad del Noreste,unknown,education,Other,Other,True,True,False
A5100651417,Xiaoya Li,2023,2024,Amazon (United States),,company,unknown,Amazon,Other,True,True,True
A5100651417,Xiaoya Li,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5100652461,Qinghua Lu,2023,2024,Commonwealth Scientific and Industrial Research Organisation,Commonwealth Scientific and Industrial Research Organisation,government,government,Other,Other,False,False,False
A5100652461,Qinghua Lu,2024,2025,Commonwealth Scientific and Industrial Research Organisation,Commonwealth Scientific and Industrial Research Organisation,government,government,Other,Other,False,False,False
A5100652794,Yuheng Li,2023,2025,Monash University,Australian Regenerative Medicine Institute,education,research_institute,Other,Other,True,True,False
A5100652798,Yuheng Li,2023,2024,University of Wisconsin–Madison,University of Wisconsin–Madison,education,education,Other,Other,False,False,False
A5100652974,Rachna Jain,2024,2025,,Bhagwant University,unknown,education,Other,Other,True,True,False
A5100653513,Ahmet Öztürk,2024,2025,Hitit Üniversitesi,Hitit Üniversitesi,education,education,Other,Other,False,False,False
A5100653784,Tae‐Kyun Kim,2022,2023,Korea Advanced Institute of Science and Technology,,education,unknown,Other,Other,True,True,False
A5100653784,Tae‐Kyun Kim,2023,2024,,Imperial College London,unknown,education,Other,Other,True,True,False
A5100653784,Tae‐Kyun Kim,2024,2025,Imperial College London,Korea Advanced Institute of Science and Technology,education,education,Other,Other,True,False,False
A5100653846,Xinlong Wang,2023,2024,Beijing Academy of Artificial Intelligence,Beijing Academy of Artificial Intelligence,unknown,unknown,Other,Other,False,False,False
A5100653846,Xinlong Wang,2024,2025,Beijing Academy of Artificial Intelligence,,unknown,unknown,Other,Other,True,False,False
A5100657451,Yun Liu,2022,2024,Nanjing Medical University,,education,unknown,Other,Other,True,True,False
A5100657514,Juntao Li,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5100657514,Juntao Li,2024,2025,,Dalian University of Technology,unknown,education,Other,Other,True,True,False
A5100657555,Linjie Li,2022,2023,Microsoft (Finland),Microsoft Research (United Kingdom),company,company,Microsoft,Microsoft,True,False,False
A5100657555,Linjie Li,2023,2024,Microsoft Research (United Kingdom),Microsoft (Finland),company,company,Microsoft,Microsoft,True,False,False
A5100658705,Yang You,2022,2023,,National University of Singapore,unknown,education,Other,Other,True,True,False
A5100659097,Rong Yu,2024,2025,Guangdong University of Technology,Guangdong University of Technology,education,education,Other,Other,False,False,False
A5100659123,Mi Zhang,2024,2025,The Ohio State University,,education,unknown,Other,Other,True,True,False
A5100659367,Jian Liu,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5100659606,Ce Zhou,2023,2024,Michigan State University,Michigan State University,education,education,Other,Other,False,False,False
A5100660086,Ning Ding,2022,2023,Tsinghua University,Tsinghua University,education,education,Other,Other,False,False,False
A5100660086,Ning Ding,2023,2024,Tsinghua University,Tsinghua University,education,education,Other,Other,False,False,False
A5100660205,Wei Zeng,2023,2024,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,education,education,Other,Other,False,False,False
A5100660205,Wei Zeng,2024,2025,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,education,education,Other,Other,False,False,False
A5100660218,Bingyang Wu,2022,2024,Peking University,,education,unknown,Other,Other,True,True,False
A5100662354,Xiao Han,2023,2025,,Tencent (China),unknown,company,Other,Other,True,True,False
A5100664091,Yang Zhang,2023,2024,University of Science and Technology of China,,education,unknown,Other,Other,True,True,False
A5100664091,Yang Zhang,2024,2025,,University of Science and Technology of China,unknown,education,Other,Other,True,True,False
A5100664512,Xinyuan Chen,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5100664512,Xinyuan Chen,2023,2024,,Shanghai Artificial Intelligence Laboratory,unknown,research_institute,Other,Other,True,True,False
A5100665053,Wenyu Liu,2024,2025,Huazhong University of Science and Technology,Huazhong University of Science and Technology,education,education,Other,Other,False,False,False
A5100665183,Donglin Wang,2022,2024,,Westlake University,unknown,education,Other,Other,True,True,False
A5100665190,Yaxing Wang,2024,2025,Nankai University,,education,unknown,Other,Other,True,True,False
A5100665356,Zhao Zhen,2023,2024,,The University of Sydney,unknown,education,Other,Other,True,True,False
A5100665425,Tuo Zhang,2023,2024,,Northwestern Polytechnical University,unknown,education,Other,Other,True,True,False
A5100665641,Qi Zhang,2024,2025,Shanghai Artificial Intelligence Laboratory,Fudan University,research_institute,education,Other,Other,True,True,False
