author_id,author_name,year,all_institution_ids_this_year,all_institution_names_this_year,all_institution_types_this_year,all_target_firm_labels_this_year,has_company_affiliation_this_year,has_education_affiliation_this_year,has_research_institute_affiliation_this_year,has_multiple_affiliations_this_year,has_multiple_categories_this_year,has_company_and_education_this_year,has_company_and_research_institute_this_year,primary_institution_for_display_this_year,primary_institution_id_for_display_this_year,primary_institution_type_for_display_this_year,primary_category_for_display_this_year,primary_target_firm_for_display_this_year,raw_recovered_affiliation_count_this_year
A5119393227,Yuxiao Liu,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119393227,Yuxiao Liu,2024,I165733156,University of Georgia,education,Other,False,True,False,False,False,False,False,University of Georgia,I165733156,education,education,Other,0
A5119393227,Yuxiao Liu,2025,I30809798;I99065089,ShanghaiTech University;Tsinghua University,education,Other,False,True,False,True,False,False,False,Tsinghua University,I99065089,education,education,Other,0
A5119393316,Yutong Zhang,2024,I17145004;I99418890,Northwestern Polytechnic University;Northwestern Polytechnical University,education,Other,False,True,False,True,False,False,False,Northwestern Polytechnical University,I17145004,education,education,Other,0
A5119396414,Taylor Collier,2025,I155781252,University of South Carolina,education,Other,False,True,False,False,False,False,False,University of South Carolina,I155781252,education,education,Other,0
A5119396415,Azar Eftekhar,2025,I155781252,University of South Carolina,education,Other,False,True,False,False,False,False,False,University of South Carolina,I155781252,education,education,Other,0
A5119433208,Bernardo P. Schaeffer,2025,I122140584,Universidade Federal do Rio de Janeiro,education,Other,False,True,False,False,False,False,False,Universidade Federal do Rio de Janeiro,I122140584,education,education,Other,0
A5119456964,Wojciech Szaraniec,2025,I166182418,Medical University of Silesia,education,Other,False,True,False,False,False,False,False,Medical University of Silesia,I166182418,education,education,Other,0
A5119456965,José Alogo Obiang Ñehe,2025,I33849332;I4210152282,National University of Equatorial Guinea;University of Malaya,education,Other,False,True,False,True,False,False,False,National University of Equatorial Guinea,I4210152282,education,education,Other,0
A5119456966,Celestino Edjang Nguema Mikue,2025,I33213144;I33849332;I94062374,Florida College;University of Florida;University of Malaya,education,Other,False,True,False,True,False,False,False,Florida College,I94062374,education,education,Other,0
A5119456967,Penny Lott Pooi Wah,2025,I1296788130;I1325675289;I33849332;I4210150574;I45129253,Moorfields Eye Hospital;Moorfields Eye Hospital NHS Foundation Trust;University College London;University Malaya Medical Centre;University of Malaya,education;healthcare,Other,False,True,False,True,True,False,False,University College London,I45129253,education,education,Other,0
A5119465992,Adam Dwight,2025,I2801783332,City of Wolverhampton College,education,Other,False,True,False,False,False,False,False,City of Wolverhampton College,I2801783332,education,education,Other,0
A5119466100,Laura Bernardy,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119477267,Ahmed A. MohammedAziz,2025,I23075662,Taibah University,education,Other,False,True,False,False,False,False,False,Taibah University,I23075662,education,education,Other,0
A5119477268,Amjad A. Alatiyyah,2025,I23075662,Taibah University,education,Other,False,True,False,False,False,False,False,Taibah University,I23075662,education,education,Other,0
A5119512282,Laura-Bianca Pașca,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119514580,Alex Sotiropoulos,2025,I1174212,University of Southern California,education,Other,False,True,False,False,False,False,False,University of Southern California,I1174212,education,education,Other,0
A5119514581,Linus Lei,2025,I1174212,University of Southern California,education,Other,False,True,False,False,False,False,False,University of Southern California,I1174212,education,education,Other,0
A5119516888,Abdalla Swiki,2025,I4210116723,Robotics Research (United States),company,Other,True,False,False,False,False,False,False,Robotics Research (United States),I4210116723,company,company,Other,0
A5119519459,Cameron Modisane,2025,I165390105,University of South Africa,education,Other,False,True,False,False,False,False,False,University of South Africa,I165390105,education,education,Other,0
A5119532304,Hefeng Quan,2025,I139759216,Beijing University of Posts and Telecommunications,education,Other,False,True,False,False,False,False,False,Beijing University of Posts and Telecommunications,I139759216,education,education,Other,0
A5119538409,Cathy Shyr,2025,I901861585,Vanderbilt University Medical Center,healthcare,Other,False,False,False,False,False,False,False,Vanderbilt University Medical Center,I901861585,healthcare,healthcare,Other,0
A5119543240,Borkan Ahmed Al-Yaychli,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119548019,Niveen O. Jaffal,2025,I94800806,Birzeit University,education,Other,False,True,False,False,False,False,False,Birzeit University,I94800806,education,education,Other,0
A5119553498,Eirini Petrou,2025,I35440088,ETH Zurich,education,Other,False,True,False,False,False,False,False,ETH Zurich,I35440088,education,education,Other,0
A5119566221,Nikita Kothari,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119607059,Ke Xu,2023,I168719708,City University of Hong Kong,education,Other,False,True,False,False,False,False,False,City University of Hong Kong,I168719708,education,education,Other,0
A5119607084,Wenqi Zheng,2025,I881766915,Nanjing University,education,Other,False,True,False,False,False,False,False,Nanjing University,I881766915,education,education,Other,0
A5119608850,Joemon M. Jose Joemon,2025,I7882870,University of Glasgow,education,Other,False,True,False,False,False,False,False,University of Glasgow,I7882870,education,education,Other,0
A5119609229,Steve Siddals,2025,I1316535847,Beth Israel Deaconess Medical Center,healthcare,Other,False,False,False,False,False,False,False,Beth Israel Deaconess Medical Center,I1316535847,healthcare,healthcare,Other,0
A5119620342,Khushi Hora,2025,I57206974,New York University,education,Other,False,True,False,False,False,False,False,New York University,I57206974,education,education,Other,0
A5119620343,Runhe Bian,2025,I2801851002,Harvard University Press,other,Other,False,False,False,False,False,False,False,Harvard University Press,I2801851002,other,unknown,Other,0
A5119620344,Isabela Campillo Valencia,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119620345,Patricia Morales Tredinick,2025,I59028336,Pratt Institute,nonprofit,Other,False,False,False,False,False,False,False,Pratt Institute,I59028336,nonprofit,nonprofit,Other,0
A5119620346,Nix Liu Xin,2025,I4210138804,Oncoscience (Germany),company,Other,True,False,False,False,False,False,False,Oncoscience (Germany),I4210138804,company,company,Other,0
A5119620395,Leonard Waldmann,2025,I95457486,"University of California, Berkeley",education,Other,False,True,False,False,False,False,False,"University of California, Berkeley",I95457486,education,education,Other,0
A5119620398,Noaki Wake,2025,I4210164937,Microsoft Research (United Kingdom),company,Microsoft,True,False,False,False,False,False,False,Microsoft Research (United Kingdom),I4210164937,company,company,Microsoft,0
A5119624073,Jennifer L. Roberston,2025,I125749732,Western University,education,Other,False,True,False,False,False,False,False,Western University,I125749732,education,education,Other,0
A5119625315,Ezgi Sonmez,2025,I4210124815;I4210128276;I872922937,Education Training And Research;Sağlık Bilimleri Üniversitesi;University of Health Sciences Antigua,education;nonprofit,Other,False,True,False,True,True,False,False,Sağlık Bilimleri Üniversitesi,I4210128276,education,education,Other,0
A5119625316,Erdogan Seyran,2025,I4210124815;I4210128276;I872922937,Education Training And Research;Sağlık Bilimleri Üniversitesi;University of Health Sciences Antigua,education;nonprofit,Other,False,True,False,True,True,False,False,Sağlık Bilimleri Üniversitesi,I4210128276,education,education,Other,0
A5119625317,Gunel Zalova,2025,I4210124815;I4210128276;I872922937,Education Training And Research;Sağlık Bilimleri Üniversitesi;University of Health Sciences Antigua,education;nonprofit,Other,False,True,False,True,True,False,False,Sağlık Bilimleri Üniversitesi,I4210128276,education,education,Other,0
A5119625855,Yash Khinvasara,2025,I98358874,Delft University of Technology,education,Other,False,True,False,False,False,False,False,Delft University of Technology,I98358874,education,education,Other,0
A5119625856,Geesje Josine Creijghton,2025,I98358874,Delft University of Technology,education,Other,False,True,False,False,False,False,False,Delft University of Technology,I98358874,education,education,Other,0
A5119625857,Tessa Scholing,2025,I98358874,Delft University of Technology,education,Other,False,True,False,False,False,False,False,Delft University of Technology,I98358874,education,education,Other,0
A5119659721,Tianze Kang,2025,I2799285752,Bay Institute,nonprofit,Other,False,False,False,False,False,False,False,Bay Institute,I2799285752,nonprofit,nonprofit,Other,0
A5119674497,Tom Dore,2025,I126231945,Queen's University Belfast,education,Other,False,True,False,False,False,False,False,Queen's University Belfast,I126231945,education,education,Other,0
A5119675773,Ronald Fecso,2025,I161878677;I4210092129;I76134821,Austrian Research Institute for Artificial Intelligence;Comprehensive Cancer Center Vienna;Medical University of Vienna,education;facility;healthcare,Other,False,True,True,True,True,False,False,Austrian Research Institute for Artificial Intelligence,I161878677,facility,research_institute,Other,0
A5119675838,Melis Erdal Cesur,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119679434,Thirulogasankar Pranav Kutralingam,2025,I55732556,Arizona State University,education,Other,False,True,False,False,False,False,False,Arizona State University,I55732556,education,education,Other,0
A5119679554,Fengxiang Cheng,2025,I887064364,University of Amsterdam,education,Other,False,True,False,False,False,False,False,University of Amsterdam,I887064364,education,education,Other,0
A5119687660,Liav Hen,2025,I16391192,Tel Aviv University,education,Other,False,True,False,False,False,False,False,Tel Aviv University,I16391192,education,education,Other,0
A5119707136,Muneerah Alqahtani,2025,I185163786;I82952536,King Abdulaziz University;King Khalid University,education,Other,False,True,False,True,False,False,False,King Abdulaziz University,I185163786,education,education,Other,0
A5119709002,Piotr Sawina,2025,I4210165216,Razi Hospital,healthcare,Other,False,False,False,False,False,False,False,Razi Hospital,I4210165216,healthcare,healthcare,Other,0
A5119709003,Dawid Bartosik,2025,I170583851,University of Opole,education,Other,False,True,False,False,False,False,False,University of Opole,I170583851,education,education,Other,0
A5119709004,Alicja Szalach,2025,I170583851,University of Opole,education,Other,False,True,False,False,False,False,False,University of Opole,I170583851,education,education,Other,0
A5119709005,Dominika Radej,2025,I4210117106,Polo d’Innovazione di Genomica,facility,Other,False,False,True,False,False,False,False,Polo d’Innovazione di Genomica,I4210117106,facility,research_institute,Other,0
A5119709006,Michalina Loson-Kawalec,2025,I170583851,University of Opole,education,Other,False,True,False,False,False,False,False,University of Opole,I170583851,education,education,Other,0
A5119709007,Patrycja Dadynska,2025,I46305939,University of Zielona Góra,education,Other,False,True,False,False,False,False,False,University of Zielona Góra,I46305939,education,education,Other,0
A5119709008,Katarzyna Romanowicz,2025,I170583851,University of Opole,education,Other,False,True,False,False,False,False,False,University of Opole,I170583851,education,education,Other,0
A5119709009,Aleksandra Wielochowska,2025,I4210122071,Medical University of Lodz,education,Other,False,True,False,False,False,False,False,Medical University of Lodz,I4210122071,education,education,Other,0
A5119709010,Dawid Boczkowski,2025,I4210122071,Medical University of Lodz,education,Other,False,True,False,False,False,False,False,Medical University of Lodz,I4210122071,education,education,Other,0
A5119713564,Lei Ji,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119713565,Xiao Liu,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119713566,Zhiwei Yu,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119713567,Qi Chen,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119713568,Yeyun Gong,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119722384,Arshia Akhavan,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119722385,Alireza Hosseinpour,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119733229,Raushan Kumar Mahaseth,2025,I1302135459,PayPal (United States),company,Other,True,False,False,False,False,False,False,PayPal (United States),I1302135459,company,company,Other,0
A5119745576,Büşra Ceylan,2025,I76806599,Adnan Menderes University,education,Other,False,True,False,False,False,False,False,Adnan Menderes University,I76806599,education,education,Other,0
A5119745577,Ömer Dural,2025,I76806599,Adnan Menderes University,education,Other,False,True,False,False,False,False,False,Adnan Menderes University,I76806599,education,education,Other,0
A5119751494,Antonio Gaudiano,2025,I115752224,University of Insubria,education,Other,False,True,False,False,False,False,False,University of Insubria,I115752224,education,education,Other,0
A5119753414,Disha Shidham,2025,I1329765538,Universities Space Research Association,nonprofit,Other,False,False,False,False,False,False,False,Universities Space Research Association,I1329765538,nonprofit,nonprofit,Other,0
A5119759061,Matteo Trippodo,2025,I45084792,University of Florence,education,Other,False,True,False,False,False,False,False,University of Florence,I45084792,education,education,Other,0
A5119760333,Henry Mukalazi Serugunda,2025,I72227227,Makerere University,education,Other,False,True,False,False,False,False,False,Makerere University,I72227227,education,education,Other,0
A5119764815,Dmytro Vremenko,2025,I136199984,Harvard University,education,Other,False,True,False,False,False,False,False,Harvard University,I136199984,education,education,Other,0
A5119776668,Beomseok Ko,2025,I205490536,Dongguk University,education,Other,False,True,False,False,False,False,False,Dongguk University,I205490536,education,education,Other,0
A5119783685,Mohammed Al Shibli,2025,I4210124966;I4210134505,Innovation Cluster (Canada);Primary Health Care,company;government,Other,True,False,False,True,True,False,False,Innovation Cluster (Canada),I4210124966,company,company,Other,0
A5119783686,Saad Almousa,2025,I82952536,King Khalid University,education,Other,False,True,False,False,False,False,False,King Khalid University,I82952536,education,education,Other,0
A5119786626,Dang Anh-Hoang,2025,I177738480,Japan Advanced Institute of Science and Technology,education,Other,False,True,False,False,False,False,False,Japan Advanced Institute of Science and Technology,I177738480,education,education,Other,0
A5119789603,Alex Makelov,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119795311,Papichaya Quengdaeng,2025,I3018134672;I62916508,Helmholtz Zentrum München;Technical University of Munich,education;facility,Other,False,True,True,True,True,False,False,Helmholtz Zentrum München,I3018134672,facility,research_institute,Other,0
A5119807940,Elias Mark Ziyadeh,2025,I36788626,California University of Pennsylvania,education,Other,False,True,False,False,False,False,False,California University of Pennsylvania,I36788626,education,education,Other,0
A5119807941,Madhav Subramaniyam,2025,I4210096112,Rutgers Sexual and Reproductive Health and Rights,other,Other,False,False,False,False,False,False,False,Rutgers Sexual and Reproductive Health and Rights,I4210096112,other,unknown,Other,0
A5119812612,Amna Shahid Cheemaa,2025,I929597975,National University of Sciences and Technology,education,Other,False,True,False,False,False,False,False,National University of Sciences and Technology,I929597975,education,education,Other,0
A5119828345,Charles Milhans,2025,I133738476,University of Massachusetts Lowell,education,Other,False,True,False,False,False,False,False,University of Massachusetts Lowell,I133738476,education,education,Other,0
A5119833296,Asım Ersoy,2025,I92528248,Qatar Foundation,funder,Other,False,False,False,False,False,False,False,Qatar Foundation,I92528248,funder,unknown,Other,0
A5119833643,Manan Uppadhyay,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119861938,Jonas Knochelmann,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119870182,Shang Zhu,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119872273,Situo Zhang,2025,I183067930;I3132008252,Nanjing Foreign Language School;Shanghai Jiao Tong University,education,Other,False,True,False,True,False,False,False,Nanjing Foreign Language School,I3132008252,education,education,Other,0
A5119876625,Freya Gulamali,2025,I170897317,Duke University,education,Other,False,True,False,False,False,False,False,Duke University,I170897317,education,education,Other,0
A5119878959,Sylee Dandekar,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119878960,Frank Chiu,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119879692,Santiago Vargas,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119879939,Nikita Cherniadev,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119909810,Wendi Li,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119909811,Changdae Oh,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119909812,Yixuan Li,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119909826,Vamsidhar R Kamanuru,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119910911,Xi Yang,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119910911,Xi Yang,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119910911,Xi Yang,2024,I69356397,Xi’an Jiaotong-Liverpool University,education,Other,False,True,False,False,False,False,False,Xi’an Jiaotong-Liverpool University,I69356397,education,education,Other,0
A5119932942,Changdae Oh,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119932943,Shawn Im,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119937954,S Raveend,2025,I1333540553,Nitte University,education,Other,False,True,False,False,False,False,False,Nitte University,I1333540553,education,education,Other,0
A5119948097,Lucy Conover,2025,I193662353,Utrecht University,education,Other,False,True,False,False,False,False,False,Utrecht University,I193662353,education,education,Other,0
A5119949317,Md. Abul Ala Moududi,2025,I205746353;I85564003,Bangladesh University of Textiles;University of Dhaka,education,Other,False,True,False,True,False,False,False,Bangladesh University of Textiles,I85564003,education,education,Other,0
A5119958727,Madhava Gaikwad,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119965866,Luca Capone,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119968617,Chenqian Le,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119968618,Ziheng Gong,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119968619,Haowei Ni,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119974771,Roberto Atzeni,2025,I861853513,Sapienza University of Rome,education,Other,False,True,False,False,False,False,False,Sapienza University of Rome,I861853513,education,education,Other,0
A5119977587,Christopher Lee Lübbers,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119977830,Duzhen Zhang,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119982927,Oluwatoyin Olawale Akadiri,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119982928,Damilola Emmanuel Adewara,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5119987441,Lv Qingsong,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120003571,Chang Che,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120005619,Sumaia Sabouni,2025,I104941359,Al-Ahliyya Amman University,education,Other,False,True,False,False,False,False,False,Al-Ahliyya Amman University,I104941359,education,education,Other,0
A5120010023,Alessandro Ghianda,2025,I1300699541,SeaWorld Entertainment,other,Other,False,False,False,False,False,False,False,SeaWorld Entertainment,I1300699541,other,unknown,Other,0
A5120016285,Tom Wartmann,2025,I35440088,ETH Zurich,education,Other,False,True,False,False,False,False,False,ETH Zurich,I35440088,education,education,Other,0
A5120016286,Steven Lundi,2025,I2799798094,UCLA Health,healthcare,Other,False,False,False,False,False,False,False,UCLA Health,I2799798094,healthcare,healthcare,Other,0
A5120017279,Mingli Zhu,2025,I4210116924,"Chinese University of Hong Kong, Shenzhen",education,Other,False,True,False,False,False,False,False,"Chinese University of Hong Kong, Shenzhen",I4210116924,education,education,Other,0
A5120018808,Mohamed Abo El-Enen,2025,I107720978,Ain Shams University,education,Other,False,True,False,False,False,False,False,Ain Shams University,I107720978,education,education,Other,0
A5120024557,Fabian Küch,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120029659,Rebecca Handler,2025,I97018004,Stanford University,education,Other,False,True,False,False,False,False,False,Stanford University,I97018004,education,education,Other,0
A5120034178,Rushil Thareja,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120034529,Lakisha Ortiz Rosario,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120034530,Georg Vollmar,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120034531,Fatma Alickovic,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120037194,Hari Krishna Vemuri,2025,I145325580,Deloitte (United States),company,Other,True,False,False,False,False,False,False,Deloitte (United States),I145325580,company,company,Other,0
A5120037279,RaviTeja Aida,2025,I4210115222,Advanced Numerical Research and Analysis Group,facility,Other,False,False,True,False,False,False,False,Advanced Numerical Research and Analysis Group,I4210115222,facility,research_institute,Other,0
A5120038699,Alan Li,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120046632,A. Mary Subashini,2025,I4210164862,Artificial Intelligence in Medicine (Canada),company,Other,True,False,False,False,False,False,False,Artificial Intelligence in Medicine (Canada),I4210164862,company,company,Other,0
A5120047909,Sedat Porikli,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120047910,Vedat Porikli,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120051618,George Kapetanakis,2025,I4210125815,Hellenic Cancer Society,nonprofit,Other,False,False,False,False,False,False,False,Hellenic Cancer Society,I4210125815,nonprofit,nonprofit,Other,0
A5120054821,Francesco Orabona,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120055150,Jianying Lu,2022,I125839683,Beijing Institute of Technology,education,Other,False,True,False,False,False,False,False,Beijing Institute of Technology,I125839683,education,education,Other,0
A5120056831,Wonje Jeung,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120062670,Jan Kompatscher,2025,I9927081,Aalto University,education,Other,False,True,False,False,False,False,False,Aalto University,I9927081,education,education,Other,0
A5120067538,Fay Aljumah,2025,I240666556,Imam Mohammad ibn Saud Islamic University,education,Other,False,True,False,False,False,False,False,Imam Mohammad ibn Saud Islamic University,I240666556,education,education,Other,0
A5120067539,Fajr Thabyan,2025,I240666556,Imam Mohammad ibn Saud Islamic University,education,Other,False,True,False,False,False,False,False,Imam Mohammad ibn Saud Islamic University,I240666556,education,education,Other,0
A5120067540,Fawzia Alanazi,2025,I240666556,Imam Mohammad ibn Saud Islamic University,education,Other,False,True,False,False,False,False,False,Imam Mohammad ibn Saud Islamic University,I240666556,education,education,Other,0
A5120101363,Yifan Yang,2022,I76130692,Zhejiang University,education,Other,False,True,False,False,False,False,False,Zhejiang University,I76130692,education,education,Other,0
A5120106525,Amit Sukhasare,2025,I4210125823;I4400573169,KLE University;KLS Gogte Institute of Technology,education,Other,False,True,False,True,False,False,False,KLE University,I4210125823,education,education,Other,0
A5120129810,Hongwei Mo,2025,I40120149,University of Oxford,education,Other,False,True,False,False,False,False,False,University of Oxford,I40120149,education,education,Other,0
A5120142961,Hee-Cheol Kim,2025,I104338594,Inje University,education,Other,False,True,False,False,False,False,False,Inje University,I104338594,education,education,Other,0
A5120148952,Dongxun Su,2025,I47720641,Huazhong University of Science and Technology,education,Other,False,True,False,False,False,False,False,Huazhong University of Science and Technology,I47720641,education,education,Other,0
A5120153891,Yao Yuxuan,2025,I141962983;I24943067,Fudan University;Shanghai University of Engineering Science,education,Other,False,True,False,True,False,False,False,Fudan University,I24943067,education,education,Other,0
A5120153892,Peng Yiheng,2025,I24943067;I4210116723,Fudan University;Robotics Research (United States),company;education,Other,True,True,False,True,True,True,False,Robotics Research (United States),I4210116723,company,company,Other,0
A5120175264,Uyen N. Le-Khac,2025,I157358134,RMIT Vietnam,education,Other,False,True,False,False,False,False,False,RMIT Vietnam,I157358134,education,education,Other,0
A5120224635,Shiyi Deng,2025,I40963666,Central China Normal University,education,Other,False,True,False,False,False,False,False,Central China Normal University,I40963666,education,education,Other,0
A5120231233,Trenton Bricken,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120234736,Khosiyat Temirova,2025,I21256249,Tashkent University of Information Technology,education,Other,False,True,False,False,False,False,False,Tashkent University of Information Technology,I21256249,education,education,Other,0
A5120247840,Elmoon Akhter,2022,I138617543,State University of Bangladesh,education,Other,False,True,False,False,False,False,False,State University of Bangladesh,I138617543,education,education,Other,0
A5120252139,Vira Pyrih,2025,I129774422,University of Vienna,education,Other,False,True,False,False,False,False,False,University of Vienna,I129774422,education,education,Other,0
A5120269668,Julissa Zendejas,2025,I43369023,"California State University, San Bernardino",education,Other,False,True,False,False,False,False,False,"California State University, San Bernardino",I43369023,education,education,Other,0
A5120269669,Michael Espino,2025,I43369023,"California State University, San Bernardino",education,Other,False,True,False,False,False,False,False,"California State University, San Bernardino",I43369023,education,education,Other,0
A5120269670,Matthew Boskovich,2025,I43369023,"California State University, San Bernardino",education,Other,False,True,False,False,False,False,False,"California State University, San Bernardino",I43369023,education,education,Other,0
A5120281407,Kyra L. Rosen,2025,I136199984,Harvard University,education,Other,False,True,False,False,False,False,False,Harvard University,I136199984,education,education,Other,0
A5120282102,Shreyansh Padarha,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120285125,Julia Weyrich,2025,I118564535;I2801112126;I4210099681,Kantonsspital Winterthur;University Hospital of Bern;University of Bern,education;healthcare,Other,False,True,False,True,True,False,False,University of Bern,I118564535,education,education,Other,0
A5120292461,Arsham Khosravani,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120298808,Lori Uscher Pines,2025,I1309849503,RAND Corporation,nonprofit,Other,False,False,False,False,False,False,False,RAND Corporation,I1309849503,nonprofit,nonprofit,Other,0
A5120301575,Run-Jun Zhan,2025,I22265921,National Central University,education,Other,False,True,False,False,False,False,False,National Central University,I22265921,education,education,Other,0
A5120305226,Matteo Cercola,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120305227,Valeria Capretti,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120308662,Young-kyoung Ham,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120308739,João Luís Lins,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120308749,Renze Lou,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120308765,Yihan Jiao,2025,I4210123185,Zhejiang Lab,facility,Other,False,False,True,False,False,False,False,Zhejiang Lab,I4210123185,facility,research_institute,Other,0
A5120308766,Zhehao Tan,2025,I4210123185,Zhejiang Lab,facility,Other,False,False,True,False,False,False,False,Zhejiang Lab,I4210123185,facility,research_institute,Other,0
A5120308767,Dan Yang,2025,I4210123185,Zhejiang Lab,facility,Other,False,False,True,False,False,False,False,Zhejiang Lab,I4210123185,facility,research_institute,Other,0
A5120308768,Duolin Sun,2025,I4210123185,Zhejiang Lab,facility,Other,False,False,True,False,False,False,False,Zhejiang Lab,I4210123185,facility,research_institute,Other,0
A5120308769,Jie Feng,2025,I4210123185,Zhejiang Lab,facility,Other,False,False,True,False,False,False,False,Zhejiang Lab,I4210123185,facility,research_institute,Other,0
A5120308770,Yue Shen,2025,I4210123185,Zhejiang Lab,facility,Other,False,False,True,False,False,False,False,Zhejiang Lab,I4210123185,facility,research_institute,Other,0
A5120308771,Jian Wang,2025,I4210123185,Zhejiang Lab,facility,Other,False,False,True,False,False,False,False,Zhejiang Lab,I4210123185,facility,research_institute,Other,0
A5120308772,Peng Wei,2025,I4210123185,Zhejiang Lab,facility,Other,False,False,True,False,False,False,False,Zhejiang Lab,I4210123185,facility,research_institute,Other,0
A5120309296,Cyrus Andre DSouza,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120309461,Emmanuel Ameisen,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120311577,Dongnan Gui,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120313167,Xi Chen,2024,I889458895,University of Hong Kong,education,Other,False,True,False,False,False,False,False,University of Hong Kong,I889458895,education,education,Other,0
A5120314022,Huadong Wang,2022,I4210100255;I99065089,Beijing Academy of Artificial Intelligence;Tsinghua University,education;other,Other,False,True,False,True,False,False,False,Tsinghua University,I99065089,education,education,Other,0
A5120314022,Huadong Wang,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120315123,Arslan Ali,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120326647,Abdallah Lamane,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120338930,Satvik Golechha,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120338931,Kei Nishimura-Gasparian,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120338932,Kelley Rivoire,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120338933,Siddharth Mishra-Sharma,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
